,title,image_link,winery,country,province,grape_type,wine_type,alcohol,sweetness,acidity,body_rate,tannin_rate,food_pairing,price,vintage,size,link,aroma,meat,cheese,seafood,vegetables,dessert,floral,fruit,citrus,oriental_spice,oriental_leather,earth,dark_aroma,fruity_aroma,europe_a,europe_b,north_america,south_america,new_world,korea,red,white,wine_id
1562,캘러웨이 샤도네이 ,http://img.wine21.com/WINE_MST/TITLE/0150000/W0150610.jpg?510629,캘러웨이 와이너리,미국,캘리포니아,샤르도네,white,13.0,1.0,3.0,3.0,1.0,"마요네즈 소스의 치킨 샐러드, 크리미 파스타, 부드러운 흰 살 생선회, 해산물 튀김류등과 함께 하면 좋다.",40000.0,2017,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=150610,"연한 골드 색상과 레몬, 파인애플, 배, 사과 및 바닐라향, 입안을 감도는 활발한 긴여운이 일품인 와인이다.
40,000원 (750㎖)",1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1562
1563,캘러웨이 카베르네 소비뇽 ,http://img.wine21.com/WINE_MST/TITLE/0150000/W0150609.jpg?435161,캘러웨이 와이너리,미국,캘리포니아,카베르네 소비뇽,red,9.0,1.0,3.0,3.0,3.0,"피자, 파스타, 훈제 오리, 바비큐요리, 숙성된 치즈등과 잘 어울린다.",40000.0,2016,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=150609,"연한 루비 칼라와 꽃향, 블랙테리향, 연한 삼나무향과 바닐라톤의 향이 느껴지고 연한 탄닌이 있는 미디엄 바디의 와인이다.
40,000원 (750㎖)",1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1563
1564,"파머스 립, 랜덤 샷  샤도네이 ",http://img.wine21.com/WINE_MST/TITLE/0150000/W0150607.jpg?360023,파머스 립 ,호주,사우스,샤르도네,white,8.5,1.0,3.0,4.0,1.0,"아시아음식, 닭고기 등 가금류, 타이음식, 연어요리, 치즈등과 어울린다. ",44000.0,2011,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=150607,"중간정도의 엘로우/그린색으로 멜론과 감귤류의 향미, 오크에 의한 조화로운 멜론과 포도알의 맛을 느끼게 해준다. 좋은 여운의 향미와 깨끗한 피니쉬가 특징이다.
44,000원 (750㎖)",1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1564
1565,"파머스 립, 랜덤 샷 쉬라즈 까베르네 소비뇽",http://img.wine21.com/WINE_MST/TITLE/0150000/W0150605.jpg?509798,파머스 립 ,호주,사우스,시라/쉬라즈,red,14.0,1.0,3.0,5.0,5.0,"모든 고기요리, 중화요리, 파스타,  한국요리, 볶음요리 등과 잘 어울린다.",44000.0,2008,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=150605,"강렬하고 깊은 진홍색을 가지고 있으며, 아메리카 오크와 프렌치 오크에서 중복 숙성되어 다채로운 풍미가 느껴진다. 블랙커런트와 레드 베리, 다크 초콜릿의 오크향을 느낄 수 있으며 긴 여운이 인상적인 와인이다.

2008년은 최고의 빈티지라 할 수 있으며 차가운 밤과 따뜻한 가을의 햇빛이 과일의 숙성, 산도, 탄닌, 구조 등이 완벽하게 조화를 이룬 한 해였다.
44,000원 (750㎖)",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1565
1566,초노 리제르바 시라,http://img.wine21.com/WINE_MST/TITLE/0150000/W0150604.jpg?974143,지이오 와인즈,칠레,마이포,시라/쉬라즈,red,14.0,1.0,3.0,4.0,3.0,"거의 모든 육류요리와 잘 어울리고, 진한 소스의 파스타, 리조또 등과도 잘 어울린다.",30000.0,2009,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=150604,"강렬한 붉은 루비색의 와인으로 베리류, 검은 과일 및 미세한 타르의 그윽한 향을 지녔다. 구조감이 타닌의 부드러움과 매우 균형을 잘 이루며 강렬한 과일향이 오크와 아주 잘 맞아 떨어지는 독특한 개성의 우아한 와인이다.
30,000원 (750㎖)",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1566
1567,"에스터하지, 피노블랑 타췰러",http://img.wine21.com/WINE_MST/TITLE/0150000/W0150603.jpg?119704,에스터하지,오스트리아,부르겐란트,피노 블랑,white,8.5,1.0,3.0,3.0,1.0,"조개류, 해수어, 가금류, 부드러운 치즈등과 함께 하면 좋다.",80000.0,2010,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=150603,"부르고뉴지역에서 도래된 피노블랑이다. 부분적으로 대형 목재통에서 숙성된 이 와인은 고밀도의 구조감으로 입안가득 풍만한 맛을 느낄 수 있다. 단일 포도 경작지인'타췰러' 는 그로스회프 라인과 클라인회프 라인 사이에 펼쳐진 온화한 분지형태이며 뛰어난 사양토로 부르고뉴 포도품종의 재배를 위한 오스트리아내의 최적지 중의 하나로 평가받고 있기도 한다.

80,000원 (750㎖)",0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1567
1568,초콜릿 샵,http://img.wine21.com/WINE_MST/TITLE/0150000/W0150602.jpg?764564,초콜릿 ,미국,워싱턴주,보르도 블랜드 레드,red,8.5,2.0,4.0,3.0,3.0,"초콜릿, 디저트류, 달콤한 쿠키, 말린과일, 딸기쨈을 곁들인 디져트 음식등과 잘 어울린다.",36000.0,NV,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=150602,"잘 익은 블랙체리와 자두의 향에 입안을 휘감는 듯한 다크 초콜릿과 코코아의 향을 느낄 수 있다. 레드 와인의 풍부한 느낌이 끝까지 이어지며 다크 초콜릿의 여운이 기분 좋게 유지된다. 와인의 초콜릿 향미가 초콜릿과 와인의 맛을 자연스럽게 이어주기 때문에 다크 초콜릿과 즐길 때 와인이 전하는 가장 훌륭한 맛의 포인트를 찾을 수 있다.
36,000원 (750㎖)",0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1568
1569,꼬또 레알  리제르바,http://img.wine21.com/WINE_MST/TITLE/0150000/W0150568.jpg?204478,엘 꼬또 데 리오하,스페인,리오하,템프라니요,red,14.0,1.0,3.0,4.0,4.0,"음용 전에 적어도 1시간 전에 오픈해 두거나  디켄팅을 권장한다. 사냥고기, 오리고기, 비둘기 고기 등과 잘 어울린다.",100000.0,2005,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=150568,"강렬한 첫 인상을 주는 검은 과일 잼, 무화과, 초콜릿, 말린 자두, 감초의 향이 지배적이면서도 커피, 버섯, 가죽 등의 2차 향을 지속적으로 느낄 수 있다. 입 안 전체를 채우는 풍부하고 우아한 타닌이 최상급 풀-바디와인의 전형을 보여주며, 폭발적이고 집약된 과일의 풍미가 길게 연결되면서 후추, 호두, 바닐라 등의 복잡한 느낌을 주는 여운이 되살아 나듯 입안에 감돈다.
100,000원 (750㎖) 엘비",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1569
1570,"꽈사르,  큐 리미티드 에디션 시라 ",http://img.wine21.com/WINE_MST/TITLE/0150000/W0150560.jpg?263964,꽈사르 와인즈,칠레,쿠리코,시라/쉬라즈,red,14.5,1.0,4.0,4.0,4.0,"쇠고기, 돼지고기, 양고기, 무침요리 등과 잘 어울린다.",96000.0,2011,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=150560,"강렬하고 깊은 루비 레드 색을 띠며 블랙베리, 체리와 같은 붉은 과일 향이 느껴지며 초콜릿, 계피 등의 맛이 균형을 잘 잡아 기분 좋은 마무리를 주는 와인이다.
꽈사르 리미티드 에디션 시라는 새로운 프리미엄에 도전하고 있으며, 한정된 수량과 포도는 최상의 조건에서 생산된다.
96,000원 (750㎖) 티애니떼루와(주)",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1570
1571,레 꼬또 두 픽 쎄빠쥐 나뛰르 비오니에,http://img.wine21.com/WINE_MST/TITLE/0150000/W0150559.jpg?085705,레 꼬또 두 픽 ,프랑스,,비오니에,white,13.0,1.0,3.0,2.0,1.0,"식전주로 매우 훌륭하고, 구운 새우, 연어요리와 같은 해산물에 잘 어울리며 산뜻한 샐러드와 염소치즈와도 멋진 궁합을 이룬다.",35000.0,2009,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=150559,"금빛 테두리가 빛나는 밝은 노란색을 띠고 비오니에 품종의 가장 기본이 되는 잘 익은 복숭아와 살구 향, 부드럽지만 살아있는 산도가 잘 표현된 와인이다.
35,000원 (750㎖) 국순당",1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1571
1572,레 꼬또 두 픽 쎄빠쥐 나뛰르 메를로,http://img.wine21.com/WINE_MST/TITLE/0150000/W0150558.jpg?468904,레 꼬또 두 픽 ,프랑스,,메를로,red,13.0,1.0,4.0,4.0,3.0,"그릴에서 구운 고기요리, 부드러운 치즈와 잘 어울린다.",30000.0,2009,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=150558,"진한 붉은 빛 보라색을 띠고 메를로 품종의 기본이 되는 농후한 체리와 블랙커런트의 향이 부드러운 탄닌과 조화를 이루어 입안에서 뛰어난 밸런스와 긴 여운을 남겨주는 와인입니다.
30,000원 (750㎖) 국순당",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1572
1573,레 꼬또 두 픽  쎄빠쥐 나뛰르 까베르네 소비뇽,http://img.wine21.com/WINE_MST/TITLE/0150000/W0150557.jpg?221450,레 꼬또 두 픽 ,프랑스,,카베르네 소비뇽,red,13.0,1.0,4.0,3.0,3.0,바베큐 한 붉은 고기요리와 치즈와 잘 어울린다.,30000.0,2010,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=150557,"진한 보라색을 띠고 까베르네 쇼비뇽 품종의 가장 기본이 되는 블랙 커런트 향과 부드러운 향신료의 느낌을 입안 가득 느낄 수 있으며, 부드럽고 우아한 탄닌과 과일 향의 잔잔한 여운을 간직한 와인입니다.
30,000원 (750㎖) 국순당",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1573
1574,"벤티스꾸에로, 그레이 시라  ",http://img.wine21.com/WINE_MST/TITLE/0150000/W0150552.jpg?503989,벤티스꾸에로,칠레,라펠,시라/쉬라즈,red,9.5,1.0,3.0,4.0,4.0,"양고기요리나 그릴에 구운 붉은 고기요리, 향이 강한 요리와 잘 어울린다.
",80000.0,2015,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=150552,"푸른 빛 검정이 살며시 비치는 깊은 적색을 띠고 검은 후추와 아니스의 향이 블랙배리와 블루배리 향을 더욱 강렬하면서도 우아하게 만들어주는 와인이다. 강렬한 농축된 과즙과 숙성된 타닌과 복합적인 맛이 매력적인 와인이다. 검은 과실과 초콜릿 밸뱃 느낌의 길고 부드러운 피니쉬가 돋보인다. 마시기 전 30분정도 디케팅하는 것이 좋다.
80,000원 (750㎖) 국순당",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1574
1575,"벤티스꾸에로, 그레이 까르미네르",http://img.wine21.com/WINE_MST/TITLE/0150000/W0150551.jpg?414918,벤티스꾸에로,칠레,마이포,카르메네르,red,14.0,1.0,3.0,4.0,4.0,"허브와 함께 그릴에 구운 고기요리나 향이 강한 한국 음식과 잘 어울린다.
",80000.0,2015,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=150551,"진한 보라색을 띠고 블루 배리, 블랙 배리와 딸기, 체리와 같은 과실 향이 짙은 초콜릿, 검은 후추와 민트, 라벤더와 같은 허브 향과 함께 강렬하게 피어 오른다. 풀 바디, 균형잡힌 구조감과 산도, 잘 익은 타닌, 마신 후 입안에 길게 지속되는 다채로운 과실 향과 스파이시가 매력적인 와인이다. 마시기 전 30분정도 디켄팅하는 것이 좋다.
80,000원 (750㎖) 국순당",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1575
1576,"벤티스꾸에로, 그레이 샤도네이",http://img.wine21.com/WINE_MST/TITLE/0150000/W0150550.jpg?668509,벤티스꾸에로,칠레,아콩카구아,샤르도네,white,9.0,1.0,3.0,3.0,1.0,"진한 소스의 파스타, 생선요리, 닭고기 샐러드와 잘 어울린다.
",80000.0,2015,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=150550,"약간 밝은 듯한 황금빛 지푸라기 색을 띠고 우아하고 복합적인 파인애플, 파파야, 망고와 같은 열대과일의 향이 미네랄 향과 함께 올라온다. 크리미하고 바삭한 산도와 중간 정도의 바디감이 조화롭고, 열대과일의 향이 바닐라 향과 함께 입 안에 오랫동안 지속된다.
80,000원 (750㎖) 국순당",1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1576
1577,"벤티스꾸에로, 그레이 메를로",http://img.wine21.com/WINE_MST/TITLE/0150000/W0150549.jpg?766653,벤티스꾸에로,칠레,라펠,메를로,red,9.5,1.0,3.0,4.0,4.0,"그릴에 구운 고기요리와 매콤한 요리, 카망베르, 브리 치즈와 같은 부드러운 치즈요리와, 그릴에 구운 돼지고기와 오리요리 등에 잘 어울린다. 
",80000.0,2015,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=150549,"바이올렛 톤을 살짝 띄는 깊은 루비색을 띠고 딸기와 잘 익은 자두와 같은 붉은 과실 향이 주를 이루고, 초콜릿의 향도 살짝 올라온다. 탄탄한 구조감과 타이트한 타닌, 다양한 붉은 과실 향이 복합적으로 입안에 오랫동안 남는다.
80,000원 (750㎖) 국순당",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1577
1578,"벤티스꾸에로, 꾸에울랏 싱글빈야드 소비뇽 블랑 ",http://img.wine21.com/WINE_MST/TITLE/0150000/W0150547.jpg?923675,벤티스꾸에로,칠레,아콩카구아,소비뇽 블랑,white,9.0,1.0,4.0,3.0,1.0,"해산물, 신선한 치즈, 닭고기 샐러드 등과 잘 어울린다.",80000.0,2014,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=150547,"창백한 초록 빛이 살짝 감도는 수정처럼 맑은 색을 띠고 우아한 느낌의 그레이프 프룻, 레몬, 파인애플, 하얀 복숭아와 등과 같은 열대 과일이 섬세한 미네랄의 향과 함께 올라와 복합성과 신선함을 표현한다. 우아하고 잘 조화된 산도와 과일 향들이 신선함을 유지하고 길고도 깔끔한 마무리를 준다.
80,000원 (750㎖) 국순당",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1578
1579,"벤티스꾸에로, 꾸에울랏 싱글빈야드 까르미네르  ",http://img.wine21.com/WINE_MST/TITLE/0150000/W0150546.jpg?570744,벤티스꾸에로,칠레,마이포,카르메네르,red,14.0,1.0,3.0,4.0,4.0,그릴에 구운 고기요리나 브리와 같은 치즈와 잘 어울리다. ,80000.0,2009,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=150546,"진한 보라색을 띠고 까르미네르의 품종의 전형적인 특징을 잘 살린 와인이다. 신선한 검정 과일과 달콤한 향신료, 흙 냄새, 그리고 다크 초콜릿의 향이 피어오른다. 균형잡힌 구조감, 벨벳느낌의 풍성한 타닌, 마신 후 길게 지속되는 맛이 매력적인 와인이다. 특별히, 입안 가득 차오르는 신선한 과일 향과 벨뱃 느낌의 부드러운 피니쉬가 인상적이다.
80,000원 (750㎖) 국순당",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1579
1580,"벤티스꾸에로, 꾸에울랏 싱글빈야드 시라  ",http://img.wine21.com/WINE_MST/TITLE/0150000/W0150545.jpg?588058,벤티스꾸에로,칠레,마이포,시라/쉬라즈,red,14.0,1.0,3.0,4.0,3.0,"양고기 요리나 그릴에 구운 붉은 고기요리, 향이 강한 요리와 잘 어울린다.",80000.0,2015,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=150545,"푸른 빛 검정이 살며시 비치는 깊은 적색을 띠고 블랙 배리와 블루 배리와 같은 검정 과일의 향과 검정 후추와 바이올렛의 복합적인 향이 인상적이다. 잘 익은 타닌의 초콜릿처럼 부드럽고 풍성하며, 과일 향들의 신선함이 매력적인 와인이다. 신선한 과일 향과 밸뱃 느낌의 부드러운 피니쉬가 돋보인다.
80,000원 (750㎖) 국순당",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1580
1581,"벤티스꾸에로, 꾸에울랏 싱글빈야드 까베르네 소비뇽",http://img.wine21.com/WINE_MST/TITLE/0150000/W0150543.jpg?792404,벤티스꾸에로,칠레,마이포,카베르네 소비뇽,red,8.0,1.0,3.0,4.0,3.0,"그릴에 구운 고기요리와 매콤한 요리, 숙성된 치즈 요리와 잘 어울린다",80000.0,2015,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=150543,"깊고 어두운 체리 색을 띠고 카베르네 쇼비뇽 품종의 대표적인 향들이 그대로 표현된다. 산딸기 크랜 베리,카시스, 검은 후추와 향신료 향의 조화가 와인을 한층 더 우아하게 만들어준다. 부드럽지만 강건한 타닌과 함께 농축된 과일 향이 완벽한 균형을 이루고 있는 와인이다. 절묘한 초코렛 향의 피니쉬가 돋보인다.
80,000원 (750㎖) 국순당",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1581
1582,"벤티스꾸에로, 옐초 리제르바 이스페셜 소비뇽 블랑  ",http://img.wine21.com/WINE_MST/TITLE/0150000/W0150542.jpg?188383,벤티스꾸에로,칠레,라펠,소비뇽 블랑,white,13.0,1.0,4.0,2.0,1.0,"해산물, 신선한 치즈, 닭고기 셀러드, 신선한 과일과 잘 어울린다.",30000.0,2016,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=150542,"창백한 초록 빛이 살짝 감도는 노란색을 띠고 파인애플, 그레이프 프룻, 파파야, 레몬, 하얀 복숭아, 멜론과 배의 신선한 과일 향과 미네랄의 향이 올라온다. 파인애플, 파파야의 아로마가 입안에 가득하고, 신선함과 멋진 산도가 깔끔하고 아삭한 마무리를 준다.

리제르바 등급는 벤티스쿠에로의 2번째 등급의 와인이지만 품종마다의 특징을 매우 잘 표현하고 있는 벤티스쿠에로의 또 다른 자랑이다. 별도의 품종마다 그 품종에 가장 적합한 각각의 유명산지(카사블랑카, 마이포, 라펠, 콜차구아 밸리)에서 포도를 재배한다.
30,000원 (750㎖) 국순당",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1582
1583,"벤티스꾸에로, 옐초 리제르바 이스페셜 까르미네르",http://img.wine21.com/WINE_MST/TITLE/0150000/W0150541.jpg?225775,벤티스꾸에로,칠레,라펠,카르메네르,red,9.0,1.0,3.0,3.0,3.0,"파스타나 그릴에 구운 고기요리, 닭고기, 그리고 카망베르나 브리와 같은 연성치즈와 잘 어울린다.",30000.0,2017,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=150541,"보라 빛을 띄는 진한 루비 색을 띠고 진한 블랙 배리와 검은 후추, 바닐라, 스모크 향 등이 피어 오른다. 풀 바디의 균형잡힌 구조감, 벨벳느낌의 풍성한 타닌이 매력적인 와인이다. 입안 가득 차오르는 과일 향과 벨뱃 느낌의 부드럽고 긴 피니쉬가 인상적이다.

리제르바 등급는 벤티스쿠에로의 2번째 등급의 와인이지만 품종마다의 특징을 매우 잘 표현하고 있는 벤티스쿠에로의 또 다른 자랑이다. 별도의 품종마다 그 품종에 가장 적합한 각각의 유명산지(카사블랑카, 마이포, 라펠, 콜차구아 밸리)에서 포도를 재배한다.
30,000원 (750㎖) 국순당",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1583
1584,"벤티스꾸에로, 옐초 리제르바 이스페셜 까베르네 소비뇽",http://img.wine21.com/WINE_MST/TITLE/0150000/W0150540.jpg?262214,벤티스꾸에로,칠레,라펠,카베르네 소비뇽,red,9.0,1.0,3.0,3.0,3.0,"그릴에 구운 고기요리와 매콤한 요리, 진한 치즈 요리와 잘 어울린다. 
",22000.0,2017,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=150540,"푸른 빛이 살짝 도는 진한 루비 색을 띠고 매력적이고 강렬한 붉은 과실 향이 도드라진다. 딸기, 산딸기, 블루 베리, 블랙 커런트 향이 검은 후추와 같은 향신료, 오크 향과 조화를 이룬다. 구조 감, 단단하고 잘 익은 타닌, 과일과 오크 향의 조화는 감칠 맛과 함께 시음 후 오랜 시간 입안에 남는다.

리제르바 등급는 벤티스쿠에로의 2번째 등급의 와인이지만 품종마다의 특징을 매우 잘 표현하고 있는 벤티스쿠에로의 또 다른 자랑이다. 별도의 품종마다 그 품종에 가장 적합한 각각의 유명산지(카사블랑카, 마이포, 라펠, 콜차구아 밸리)에서 포도를 재배한다.
22,000원 (750㎖) 국순당",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1584
1585,"벤티스꾸에로, 클라시코 샤도네",http://img.wine21.com/WINE_MST/TITLE/0150000/W0150539.jpg?793685,벤티스꾸에로,칠레,센트럴,샤르도네,white,13.0,1.0,3.0,3.0,1.0,"파스타, 생선요리, 닭고기 샐러드,신선한 과일 디저트 등과 잘 어울린다.",22000.0,2017,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=150539,"약간의 초록 빛을 가진 밝은 노란색을 띠고 미네랄, 파인애플, 파파야, 망고와 같은 열대과일의 향과 하얀 복숭아의 느낌, 옅은 레몬, 생강 향과 바닐라의 느낌이 올라온다. 섬세하고 우아한 중간 바디의 조화로운 아로마가 입안에 가득하고, 신선한 과일 향이 처음에 예상한 것보다 오래 머문다. 10~12℃에서 시음할
것을 권장한다.

클라시코 등급은 벤티스쿠에로의 엔트리 레벨의 와인이지만 품종마다의 특징을 매우 잘 표현하고 있는 벤티스쿠에로의 자랑이다.
22,000원 (750㎖) 국순당",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1585
1586,"벤티스꾸에로, 클라시코 소비뇽 블랑",http://img.wine21.com/WINE_MST/TITLE/0150000/W0150538.jpg?807073,벤티스꾸에로,칠레,센트럴,소비뇽 블랑,white,8.5,1.0,4.0,2.0,1.0,"해산물, 신선한 치즈, 닭고기 샐러드,신선한 과일 디저트 등과 잘 어울린다.
",22000.0,2018,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=150538,"창백한 초록 빛이 살짝 감도는 수정처럼 맑은 색을 띠고 파인애플, 그레이프 프룻, 파파야, 레몬, 하얀 복숭아, 멜론과 배의 신선한 과일 향과 미네랄의 향이 올라온다. 파인애플, 파파야의 아로마가 입안에 가득하고, 신선함과 멋진 산도가 길고도 깔끔한 마무리를 준다. 10~12℃에서 시음할 것을 권장한다.

클라시코 등급은 벤티스쿠에로의 엔트리 레벨의 와인이지만 품종마다의 특징을 매우 잘 표현하고 있는 벤티스쿠에로의 자랑이다.
22,000원 (750㎖) 국순당",1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1586
1587,"벤티스꾸에로, 클라시코 쉬라",http://img.wine21.com/WINE_MST/TITLE/0150000/W0150537.jpg?297652,벤티스꾸에로,칠레,센트럴,시라/쉬라즈,red,9.0,1.0,4.0,3.0,3.0,"훈제된 고기요리, 매콤 달콤한 한식요리에 특히 잘 어울린다.",22000.0,2017,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=150537,"깊은 바이올렛 느낌의 붉은 색을 띠고 매우 강렬한 블루 베리, 블랙 베리, 체리, 산딸기의 향이, 바이올렛 향과 함께 피어 올라오고, 라벤다, 향신료, 오크 향과 조화를 이룬다. 단단하고 잘 익은 타닌, 젊고 신선한 과일 향과 스파이시한 피니쉬가 인상적이다. 16~18℃ 에서 시음할 것을 권장한다.

클라시코 등급은 벤티스쿠에로의 엔트리 레벨의 와인이지만 품종마다의 특징을 매우 잘 표현하고 있는 벤티스쿠에로의 자랑이다.
22,000원 (750㎖) 국순당",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1587
1588,"벤티스꾸에로, 클라시코 까베르네 소비뇽",http://img.wine21.com/WINE_MST/TITLE/0150000/W0150536.jpg?658159,벤티스꾸에로,칠레,센트럴,카베르네 소비뇽,red,9.0,1.0,3.0,3.0,3.0,"그릴에 구운 고기요리와 매콤한 요리, 진한 치즈 요리와 잘 어울린다. 
",22000.0,2018,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=150536,"푸른 빛이 살짝 도는 진한 루비 색을 띠고 매력적이고 강렬한 붉은 과실 향이 도드라진다. 딸기, 산딸기, 블루 베리, 블랙 커런트 향이 검은 후추와 같은 향신료, 오크 향과 조화를 이룬다. 구조 감, 단단하고 잘 익은 타닌, 과일과 오크 향의 조화는 감칠 맛과 함께 시음 후 오랜 시간 입안에 남는다. 16~18℃ 에서 시음할 것을 권한다.

클라시코 등급은 벤티스쿠에로의 엔트리 레벨의 와인이지만 품종마다의 특징을 매우 잘 표현하고 있는 벤티스쿠에로의 자랑이다.
22,000원 (750㎖) 국순당",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1588
