,title,image_link,winery,country,province,grape_type,wine_type,occasion,alcohol,sweetness,acidity,body_rate,tannin_rate,food_pairing,price,vintage,size,link,aroma_y
904,"엑셀시오르, 소비뇽 블랑",http://img.wine21.com/WINE_MST/TITLE/0162000/W0162647.jpg?537250,엑셀시오르,남아프리카,브리드,['소비뇽 블랑'],화이트,테이블 와인,13,1,5,2,1,구운 레몬과 그린올리브랑 케이퍼을 곁들인 닭가슴살요리,30000,2017,750,https://www.wine21.com/13_search/wine_view.html?Idx=162647,"그린빛을 띤 볏짚색상을 지니고 있다, 패션프루트의 아로마와 자몽, 무화과 아로마도 함께 입안에서 바삭바삭한 감칠맛을 느낄 수 있다.
30,000원 (750㎖)"
905,"엑셀시오르, 메를로",http://img.wine21.com/WINE_MST/TITLE/0162000/W0162646.jpg?850424,엑셀시오르,남아프리카,브리드,['메를로'],레드,테이블 와인,14,1,4,3,3,"야채, 허브를 곁들인 양고기",30000,2016,750,https://www.wine21.com/13_search/wine_view.html?Idx=162646,"달콤한 체리 맛, 블랙베리 향과 커피 향을 느낄 수 있으며 입안에서 부드러운탄닌과 잘 이루어진 균형감에 미디움 바디감을 느낄 수 있다.
30,000원 (750㎖)"
906,"엑셀시오르, 까베르네 쇼비뇽",http://img.wine21.com/WINE_MST/TITLE/0162000/W0162645.jpg?462317,엑셀시오르,남아프리카,브리드,['카베르네 소비뇽'],레드,테이블 와인,9.5,1,4,4,4,"육즙이풍부한 등심스테이크, 치즈",32000,2017,750,https://www.wine21.com/13_search/wine_view.html?Idx=162645,"검은 매실색을 띄며 잘익은 블랙커런트, 허브향이 풍부하다. 부드럽게 익은 탄닌은 오크향과 달콤한 과일향과의 균형을 보여준다. 부드럽고 구조감있는 마무리를 보여준다.
32,000원 (750㎖)"
907,"하디스, 리저브 카베네 쇼비뇽 백인박스 3리터",http://img.wine21.com/WINE_MST/TITLE/0162000/W0162644.jpg?911750,하디스,호주,사우스,['카베르네 소비뇽'],레드,테이블 와인,9,2,3,2,3,"스테이크, 바베큐, 불고기, 갈비 등 육류 요리",24000,NV,3000,https://www.wine21.com/13_search/wine_view.html?Idx=162644,"부드러운 풀바디 와인으로 야생 베리류와 바닐라 오크 터치, 세이지와 정향과 같은 스파이스 향이 잘 어우러지며, 좋은 탄닌이 입안에서 구조감을 주고 잘 익은 과실맛 뒤로 프레쉬한 민트향이 살아있다. 백인박스 와인은 피크닉 등 야외 휴대하기에도 편리하고, 공기와 접촉을 차단하여 오픈 후 6주까지 신선하게 보관할 수 있다.
24,900원 (3000㎖)"
908,"루카렐리, 일 바카 프리미티보 디 만두리아",http://img.wine21.com/WINE_MST/TITLE/0162000/W0162636.jpg?213823,판티니 그룹,이탈리아,뿔리아,['프리미티보'],레드,테이블 와인,14,1,2,5,3,"붉은 육류, 야생동물 요리, 치즈 등과 잘 어울린다.",163000,2016,750,https://www.wine21.com/13_search/wine_view.html?Idx=162636,"'일 바카(il Bacca)'는 파네세의 수석 와인메이커인 필리포 바칼라로(Filippo Baccalaro)의 이름을 따 온 것으로, 100년 이상 수령을 지닌 최고의 프리미티보 포도 열매로 담아낸 그의 열정을 표현한 와인이다.

기존의 폴레(Folle)와 동일한 와인으로 역시 세계 각국의 언어로 열정(Crazy Passion)을 표현하는 해당 단어들이 레이블에 적혀 있다. 풍부하고 섬세한 타닌감의 풀바디 와인으로 바닐라, 코코아, 에스프레소 등의 긴 여윤을 지니고 있다.
163,000원 (750㎖) (주)와이넬"
909,"맥기건, 프라이빗 빈 쉬라즈",http://img.wine21.com/WINE_MST/TITLE/0162000/W0162632.jpg?997687,맥기건,호주,사우스,['시라/쉬라즈'],레드,테이블 와인,13.5,1,3,4,3,양고기 구이 등 육류 등과 잘 어울린다.,44000,2017,750,https://www.wine21.com/13_search/wine_view.html?Idx=162632,"44,000원 (750㎖) (주)와이넬"
910,"테누떼 로제띠, 포지오 치베타 고베르노 알루소 토스카노",http://img.wine21.com/WINE_MST/TITLE/0162000/W0162629.jpg?132330,판티니 그룹,이탈리아,토스카나,"['산지오베제', '메를로', '시라/쉬라즈', '카베르네 소비뇽']",레드,테이블 와인,13.5,1,3,4,4,"소고기 등의 붉은 육류, 야생 사냥고기, 숙성된 치즈, 크림 파스타 등과 잘 어울린다.",80000,2016,750,https://www.wine21.com/13_search/wine_view.html?Idx=162629,"짙은 루비색을 띠고 레드 베리, 바닐라의 아로마가 느껴진다. 입 안에서는 풀바디에 풍성하고 부드러우며 탄탄한 타닌과 긴 여운을 지닌 와인이다.
80,000원 (750㎖) (주)와이넬"
911,"테누떼 로제띠, 포지오 치베타 끼안티 클라시코",http://img.wine21.com/WINE_MST/TITLE/0162000/W0162628.jpg?774147,판티니 그룹,이탈리아,토스카나,"['산지오베제', '카베르네 소비뇽', '카나이올로']",레드,테이블 와인,13.5,1,3,4,3,"그릴에 조리한 스테이크, 치즈 등과 잘 어울린다.",75000,2016,750,https://www.wine21.com/13_search/wine_view.html?Idx=162628,"오직 손 수확만으로 9월 중순에서 10월 중순까지 수확 후, 섬세한 파쇄 및 착즙 과정을 거쳐 1-2주간 침용을 통해 폴리페놀과 컬러를 추출한다. 약 9개월간 작은 배럴과 큰 배럴을 병행하여 숙성 후 병입한다. 질 좋은 타닌과 드라이하고 프레쉬한 특징이 잘 드러난다."
912,"테누떼 로제띠, 끼안띠",http://img.wine21.com/WINE_MST/TITLE/0162000/W0162627.jpg?142335,판티니 그룹,이탈리아,토스카나,"['산지오베제', '메를로', '콜로리노']",레드,테이블 와인,12.5,1,4,3,3,"스팀에 조리한 생선류와 가금류, 오일과 토마토를 곁들인 이탈리안 파스타 등과 잘 어울린다.",44000,2015,750,https://www.wine21.com/13_search/wine_view.html?Idx=162627,"섬세한 파쇄(Crushing)와 압착(Pressing)을 거친 후, 1-2주간의 침용을 통해 폴리페놀과 컬러를 추출한다. 스테인레스 스틸에서 숙성하여 신선한 과일을 잘 표현하였다. 미디엄 바디의 프레쉬한 산도와 과일을 잘 드러내고 밸런스가 잘 잡혀있는 와인이다.
44,000원 (750㎖) (주)와이넬"
913,모건 베이 까베르네 쇼비뇽,http://img.wine21.com/WINE_MST/TITLE/0162000/W0162624.jpg?338331,루더포드 와인 컴퍼니 (루더포드 랜치) ,미국,캘리포니아,['카베르네 소비뇽'],레드,테이블 와인,13,1,2,4,3,"바베큐 폭립, 브리 치즈, 피자 등과 잘 어울린다.",50000,2016,750,https://www.wine21.com/13_search/wine_view.html?Idx=162624,"짙은 루비 컬러에 담긴 잘 익은 과실향과 은은히 퍼지는 스파이시한 느낌이 매우 기분 좋게 다가온다. 블랙베리, 블랙 체리의 아로마가 주는 과즙미와 카라멜향이 더해져 까베르네 쇼비뇽을 더욱 돋보이게 해준다. 적절한 산미와 함께 부드러운 타닌은 와인의 균형감을 보여주고, 길고 부드러운 피니쉬의 터치감과 입안에서 느껴지는 산뜻한 질감과 함께 훌륭한 마무리를 선사한다.

50,000원 (750㎖) 와인투유코리아"
914,"라 스피네따, 바롤로 가레띠",http://img.wine21.com/WINE_MST/TITLE/0162000/W0162623.jpg?269330,라 스피네따,이탈리아,피에몬테,['네비올로'],레드,테이블 와인,14.5,1,4,4,5,"구운붉은고기음식, 야생고기 등과 잘 어울린다.",200000,2016,750,https://www.wine21.com/13_search/wine_view.html?Idx=162623,"200,000원 (750㎖) 에노테카 코리아"
915,"라 스피네따, 키안티 리제르바",http://img.wine21.com/WINE_MST/TITLE/0162000/W0162622.jpg?537244,라 스피네따,이탈리아,토스카나,['산지오베제'],레드,테이블 와인,14,1,4,4,4,"토마토 파스타, 피자, 육류, 치즈",88000,2015,750,https://www.wine21.com/13_search/wine_view.html?Idx=162622,"88,000원 (750㎖) 에노테카 코리아"
916,"도멘 루 페레 에 피스, 레 코티유 피노 누아",http://img.wine21.com/WINE_MST/TITLE/0162000/W0162601.jpg?921211,도멘 루 페레 에 피스,프랑스,,['피노 누아'],레드,테이블 와인,12.5,1,3,3,2,향이 있는 야채 샐러드나 부드러운 소고기 요리와 잘 어울린다. 부드러운 질감의 치즈 또한 좋은 궁합을 이룬다.,38000,2019,750,https://www.wine21.com/13_search/wine_view.html?Idx=162601,"38,000원 (750㎖) 에노테카 코리아"
917,"도멘 루 페레 & 피스, 레 코티유 샤르도네",http://img.wine21.com/WINE_MST/TITLE/0162000/W0162600.jpg?709889,도멘 루 페레 에 피스,프랑스,,['샤르도네'],화이트,테이블 와인,12.5,1,3,3,1,"해산물, 크림 리조토, 차가운 전채요리, 라 따뚜이, 양파가 들어간 샐러드 등과 잘 어울린다.",38000,2018,750,https://www.wine21.com/13_search/wine_view.html?Idx=162600,"38,000원 (750㎖) 에노테카 코리아"
918,"브루노 지아코사, 네비올로 달바",,부르노 지아코사,이탈리아,피에몬테,['네비올로'],레드,테이블 와인,14.5,1,3,4,3,"육류, 치즈 등과 잘 어울린다.",110000,2018,750,https://www.wine21.com/13_search/wine_view.html?Idx=162591,"110,000원 (750㎖) 에노테카 코리아"
919,"나바로 꼬레아스, 알레고리아 그란 레세르바 샤르도네",http://img.wine21.com/WINE_MST/TITLE/0162000/W0162590.jpg?366874,보데가 나바로 꼬레아스,아르헨티나,멘도사,['샤르도네'],화이트,테이블 와인,12.5,1,3,4,1,"풍부한 소스를 곁들인 파스타, 해산물 요리 등
",115000,2015,750,https://www.wine21.com/13_search/wine_view.html?Idx=162590,"달콤한 열대과일 향과 함께 오크숙성을 통해 더욱 풍부해진 풍미를 느낄 수 있으며 전체적으로 유려하게 펼쳐지는 긴 여운이 인상적이다.

115,000원 (750㎖) 하이트 진로"
920,"나바로 꼬레아스, 레세르바 샤르도네",http://img.wine21.com/WINE_MST/TITLE/0162000/W0162589.jpg?963965,보데가 나바로 꼬레아스,아르헨티나,멘도사,['샤르도네'],화이트,테이블 와인,13.5,1,3,3,1,"크리미한 소스를 곁들인 파스타, 해산물 파스타 등 
",50000,2017,750,https://www.wine21.com/13_search/wine_view.html?Idx=162589,"충분한 숙성기간을 거치면서 마치 실크와 같은 와인의 질감을 느낄 수 있으며, 달콤한 과일 향과 오크 향 등 다양한 풍미를 느낄 수 있다.

50,000원 (750㎖) 하이트 진로"
921,"나바로 꼬레아스, 레세르바 까베르네 소비뇽",http://img.wine21.com/WINE_MST/TITLE/0162000/W0162588.jpg?391326,보데가 나바로 꼬레아스,아르헨티나,멘도사,['카베르네 소비뇽'],레드,테이블 와인,14.5,1,3,4,4,"스파이시한 향신료를 곁들인 양고기, 숙성 치즈 ",50000,2016,750,https://www.wine21.com/13_search/wine_view.html?Idx=162588,"복합미가 좋은 와인으로 담뱃잎, 허브 향이 과일향과 함께 벨벳과 같이 매끄러운 탄닌을 느낄 수 있다.

50,000원 (750㎖) 하이트 진로"
922,"나바로 꼬레아스, 레세르바 말벡",http://img.wine21.com/WINE_MST/TITLE/0162000/W0162587.jpg?411324,보데가 나바로 꼬레아스,아르헨티나,멘도사,['말벡'],레드,테이블 와인,14.5,1,3,4,4,"로스트 비프, 라구 파스타(볼로네제 파스타), 하드 치즈 등과 잘 어울린다.",50000,2017,750,https://www.wine21.com/13_search/wine_view.html?Idx=162587,"미디엄-풀 바디의 와인으로 벨벳과 같이 부드러운 타닌이 폭발적인 과일 향, 높은 알코올과 산도가 어우러져 긴 여운을 느낄 수 있는 와인이다.

50,000원 (750㎖) 하이트 진로"
923,"콘트라또, 밀레시마토 엑스트라 브뤼",http://img.wine21.com/WINE_MST/TITLE/0162000/W0162582.jpg?290309,콘트라또,이탈리아,피에몬테,"['피노 누아', '샤르도네']",스파클링,테이블 와인,12.5,1,3,4,1,"오일 베이스 파스타, 돼지고기, 양고기 그리고 아시아 음식과도 잘 어울린다. ",88000,2012,750,https://www.wine21.com/13_search/wine_view.html?Idx=162582,"드라이하고 파워풀한 미감을 가지고 있는 와인으로 피노 누아에서 전해지는 깊고 진한 텍스쳐가 특징이다. 에너지틱한 스파클링 와인 으로 콘트라또만의 유니크한 특징을 잘 보여주는 와인이다.

초크, 흑연, 붉은 베리류, 민트의 풍미가 드러나며 흰꽃, 감귤류, 부싯돌의 부케가 피니시까지 은은하게 이어진다. 식전주로 적절한 와인 이며 지금 마시기 좋을 뿐만 아니라 향후 5년뒤에까지 훌륭한 퍼포 먼스를 보여줄 수 있는 이탈리아 스파클링 와인이다. 최소 36개월 효모와 같이 숙성했다.
88,000원 (750㎖) 에노테카 코리아"
924,"콘트라또, 데 미란다 아스티 스푸만테",http://img.wine21.com/WINE_MST/TITLE/0162000/W0162581.jpg?222820,콘트라또,이탈리아,피에몬테,['모스카토'],스파클링,테이블 와인,8,4,2,3,1,"디저트, 숙성 치즈",152000,2013,750,https://www.wine21.com/13_search/wine_view.html?Idx=162581,"약 2년간 효소와 같이 숙성했다. 모스카토 품종의 과실 아로마와 이스트 숙성의 복합미로 모스카토의 신선함 미감과 함께 진한 인상을 보여주는 와인이다. 모스카토 특유의 신선한 과실미와 함께 배. 꿀, 미네랄, 허브류의 복 합미를 보여주는 스파클링 와인이다. 식전주, 디저트나 숙성 치즈와 함께 매칭하면 좋은 음식 페어링이 될 수 있다.
152,000원 (750㎖) 에노테카 코리아"
925,"카발로또, 피너",http://img.wine21.com/WINE_MST/TITLE/0162000/W0162579.jpg?420782,칸티나 카발로또 ,이탈리아,피에몬테,['피노 누아'],화이트,테이블 와인,14,1,4,4,1,"가금류, 카르파치오, 구운 조개, 회 등 해산물 등과 잘 어울린다.
",73000,2019,750,https://www.wine21.com/13_search/wine_view.html?Idx=162579,"73,000원 (750㎖) 에노테카 코리아"
926,"라 스콜카, 솔다티 브뤼",http://img.wine21.com/WINE_MST/TITLE/0162000/W0162563.jpg?580120,라 스콜카,이탈리아,피에몬테,['코르테제'],스파클링,테이블 와인,8.5,1,4,2,1,"에피타이저, 샐러드 등과 잘 어울린다.",65000,NV,750,https://www.wine21.com/13_search/wine_view.html?Idx=162563,"가비 지역을 대표하는 코르테제 품종을 샴페인 전통방식으로 병입 후 2차 발효해 만드는 스파클링 와인이다. 병 안에서 2년 이상 효모찌꺼기와 함께 천천히 숙성해 섬세한 풍미를 더했으며, 2차 발효에서 더해지는 빵 굽는 향, 은은한 스파이스 향이 매력적이다. 잘 익은 과일의 신선한 아로마와 섬세한 꽃 향기가 우아하고 복합적인 향을 만들어내며, 입 안에서 길게 지속되는 조밀한 기포와 끝 맛에서 이어지는 아몬드와 벌꿀의 향, 산뜻한 산미가 매력적이다. 코르테제(Cortese)는 피에몬테 남동쪽 가비 마을의 오래된 토착포도품종으로, 17세기 문헌에 최초로 등장했다. 신선한 라임, 시트러스 향과 쌉쌀한 허브 아로마를 지녔으며 사과, 복숭아 과즙의 맛과 높은 산미가 특징이다. 프레쉬하고 드라이한 타입의 화이트 와인, 스파클링 와인으로 만든다.
65,000원 (750㎖) 신세계엘앤비"
927,샤롯데 스트리트 샤도네이  ,http://img.wine21.com/WINE_MST/TITLE/0162000/W0162545.jpg?782787,아콜레이드,호주,사우스,['샤르도네'],화이트,테이블 와인,13,1,3,3,1,"해산물, 치킨, 삼겹살, 각종 파스타, 샐러드, 한국 음식의 각종 나물, 비빕밥, 전
",12000,2017,750,https://www.wine21.com/13_search/wine_view.html?Idx=162545,"열대 과일향과 복숭아와 파인애플 같은 핵과일의 향이 두드러진다. 멜론 황도 복숭아와 같이 과즙이 풍부한 과일의 신선함이 느껴지고 바닐라 향의 기분 좋은 터치감이 있다. 신선한 산도가 주는 구조감이 있는 미디엄 바디의 와인이다. 산뜻한 피니쉬감이 있어 데일리 와인으로 기분 좋게 마시기에 좋은 와인이다.

12,900원 (750㎖)"
928,"하디스, 크레스트 스파클링",http://img.wine21.com/WINE_MST/TITLE/0162000/W0162542.jpg?531486,하디스,호주,사우스,"['샤르도네', '피노 누아']",스파클링,테이블 와인,7.5,1,4,2,1,"카나페, 샐러드, 당도가 높지 않은 과일, 새우, 게, 굴, 전복, 해산물 등과 잘 어울린다.
",14000,NV,750,https://www.wine21.com/13_search/wine_view.html?Idx=162542,"산뜻한 시트러스 향의 첫 느낌을 시작으로 딸기 향이 은은하게 올라온다, 신선한 베리류의 향과 부드러운 크림같은 이스트 향이 매력적인다, 구조감과 밸런스를 아주 좋으며 생동감 있게 올라오는 기포와 깔끔하게 피니쉬를 감싸는 자연 산미가 인상적이다.

14,900원 (750㎖)"
929,두게싸 리아 갈라 로사,http://img.wine21.com/WINE_MST/TITLE/0162000/W0162541.jpg?038985,카페타 (프란체스코 카페타 - 발비 소프라니) ,이탈리아,피에몬테,"['말바시아', '프레이자', '브라케토']",레드,테이블 와인,5,4,1,2,1,디저트 음식들과 잘 어울린다.,31000,NV,750,https://www.wine21.com/13_search/wine_view.html?Idx=162541,"유네스코 세계 자연 유선으로 선정된 피에몬테의 랑게, 몬페라토 언덕에서, 햇빛을 잘 받고 자란 향이 풍부한 아로마틱 포도 품종인 말바지아. 프레이사, 브라케토를 블렌딩하여 생산한다. 포도는 손 수확한 뒤 즉시 침용 과정을 거친 후, 과즙을 0℃로 보관한다. 병입 전에 알코올 발효를 거친 다음, 밀폐형 발효조에서 2차 발효를 통해 미세하고 우아한 천연 기포를 얻게 된다. 이 과정에서 어떠한 당분이나 이산화탄소의 첨가 없이 천연 상태로 양조 된다. 진한 루비빛 레드 컬러의 와인으로 블랙 베리와 라즈 베리 등 신선한 과일과, 붉은 꽃향, 달콤한 딸기사탕의 향까지 풍부한 아로마를 가진 와인. 입안에서 톡톡 터지는 상큼한 스파클링이 매혹적인 와인으로 달콤함과 부드러움이 잘 어우러진다.
31,000원 (750㎖) 하이트 진로"
930,롱 메도우 랜치 샤도네이,http://img.wine21.com/WINE_MST/TITLE/0162000/W0162540.jpg?695585,롱 메도우 랜치 와이너리,미국,캘리포니아,['샤르도네'],화이트,테이블 와인,9,1,3,3,1,"로스트한 치킨 연어, 버섯 리조또 등과 잘 어울린다.",200000,2016,750,https://www.wine21.com/13_search/wine_view.html?Idx=162540,"2016 Long Meadow Ranch Chardonnay는 San Pablo Bay(샌 파블로만)에서 차가운 공기를 받는 나파밸리 남부의 빈야드에서 재배된 포도로 만들어졌다. 자연적으로 만들어진 산미를 유지하면서 마이어 레몬, 오렌지 껍질, 흰 꽃, 굴 껍질의 이국적인 아로마가 조화를 이룬다. 훌륭한 밸런스와 싱그러운 느낌의 Grass, 미네랄리티가 완벽히 어우러져 긴 피니쉬로 이어지는 와인이다..

200,000원 (750㎖) 와인투유코리아"
931,롱 메도우 랜치 피노누아,http://img.wine21.com/WINE_MST/TITLE/0162000/W0162539.jpg?949246,롱 메도우 랜치 와이너리,미국,캘리포니아,['피노 누아'],레드,테이블 와인,9,1,3,4,3,가금류와 잘 어울린다.,200000,2015,750,https://www.wine21.com/13_search/wine_view.html?Idx=162539,"진한 루비레드 컬러를 띈 롱 메도우 랜치 피노누아는 earth tone과 체리, 바이올렛향이 가득하고 잘 짜인 견고한 미네랄를 선사하며 와인의 풍미를 살려준다. 입안에서 느껴지는 생동감과 훌륭한 질감, 견고함이 복합미를 더욱 표현해주며, 클래식하면서 우아한 탄닌은 긴 피니쉬를 보여주면서 피노누아만의 매력을 돋보이게 해준다.
200,000원 (750㎖) 와인투유코리아"
932,마르키스 드 로스버그 생떼밀리옹,http://img.wine21.com/WINE_MST/TITLE/0162000/W0162531.jpg?172151,GCF 그룹,프랑스,보르도,"['메를로', '카베르네 소비뇽', '카베르네 프랑']",레드,테이블 와인,13,1,3,4,3,"육류, 스테이크, 치즈",77000,2015,750,https://www.wine21.com/13_search/wine_view.html?Idx=162531,"세계 유네스코에 등재된 셍떼밀리옹에서 생산된 고급와인이다. 프랑스 최고 등급 AOC를 받은 와인이며, 짙은 루비레드색에 바이올렛 하이라이트를 띤다. 향은 체리향, 플럼 잼 향, 시나몬 아로마 향이 함께 난다. 시음시에 체리와 블랙커런트, 우드의 신선하고 조화로운 맛을 느낄 수 있다. 16~18도로 보관·서브하는 것이 좋으며, 조리된 육류, 스테이크나 깔끔한 디저트류 치즈, 스트로베리 타르트와 함께 곁들이면 좋다.
77,500원 (750㎖) 무학주류상사"
933,마르키스 드 로스버그 보르도,http://img.wine21.com/WINE_MST/TITLE/0162000/W0162530.jpg?916887,GCF 그룹,프랑스,보르도,"['카베르네 소비뇽', '메를로', '카베르네 프랑']",레드,테이블 와인,13,1,4,3,3,"스테이크, 치즈",34000,2015,750,https://www.wine21.com/13_search/wine_view.html?Idx=162530,"짙은 루비 레드색의 와인으로 우아하고 세련된 과일향이 난다. 보르도 지방 중심에서 완벽한 시기에 수확된 포도로 제조된 마르키스 드 로스버그 보르도는 부드러운 피니쉬가 오랜 여운을 남긴다. 스테이크 혹은 치즈나 담백한 소스와 가미된 음식과 함께 곁들이면 더욱 훌륭하다.

34,500원 (750㎖) 무학주류상사"
934,마르키스 드 로스버그 멜롯,http://img.wine21.com/WINE_MST/TITLE/0162000/W0162529.jpg?275420,GCF 그룹,프랑스,서던,['메를로'],레드,테이블 와인,13,1,3,3,3,"육류, 스테이크",25000,2016,750,https://www.wine21.com/13_search/wine_view.html?Idx=162529,"완벽한 시기에 생산된 포도로 생산되어진 멜롯. 발효온도는 32도를 넘지않게 적절한 온도에서 발효되었다. 빠르게 여과되어 특유의 맛을 내며, 밝은 레드 컬러를 띤다. 과일과 아로마가 혼합된 향이 나며, 부드러운 탄닌으로 훌륭한 피니쉬를 가진다. 육류나 초콜릿 류의 디저트가 잘어울리며 에피타이저로도 좋다.
25,000원 (750㎖) 무학주류상사"
935,마르키스 드 로스버그 메독,http://img.wine21.com/WINE_MST/TITLE/0162000/W0162528.jpg?761353,GCF 그룹,프랑스,보르도,"['카베르네 소비뇽', '메를로', '말벡', '쁘띠 베르도']",레드,테이블 와인,8.5,1,4,4,3,"소고기, 양고기, 거위류",50000,2015,750,https://www.wine21.com/13_search/wine_view.html?Idx=162528,"프랑스 최고의 와인 생산지 보르도에서도 고급와인의 경우 메독에서 생산 되어지는 경우가 많다. 마르키스 드 로스버그 메독의 경우도 그렇다. 완벽한 시기에 수확되어진 포도를 28-32도에서 발효하여 펌프 과정을 거치면 이 과정에서 컬러감과 탄닌 등이 훌륭해진다.견고한 루비 컬러감과 블랙커런트와 블랙체리의 향, 휘감기는 부드러운 탄닌의 조화가 감미롭다. 소고기, 양고기, 거위류와 곁들이면 좋다.
50,000원 (750㎖) 무학주류상사"
936,마르키스 드 로스버그 마고,http://img.wine21.com/WINE_MST/TITLE/0162000/W0162527.jpg?172458,GCF 그룹,프랑스,보르도,"['카베르네 소비뇽', '메를로', '말벡', '쁘띠 베르도']",레드,테이블 와인,9,1,4,4,4,"육류, 양념된 음식, 스테이크",162000,2015,750,https://www.wine21.com/13_search/wine_view.html?Idx=162527,"오로지 최상의 품질의 포도로만 만들어진 마고는 28-34도 사이에서 발효되었고, 하루 두번 이상의 펌프를 과정을 거치며 장인의 섬세한 관리와 공들임으로 생산되어졌다. 어두운 레드 컬러에 빛나는 하이라이트감이 예술이다. 아로마 향초와 블랙커런트, 블랙체리, 바닐라, 자두향이 조화롭게 믹스 되었으며, 탄닌은 강렬하고 오래 맴돌며, 과일과 그윽한 향의 피니쉬가 황홀한 여운을 남긴다. 조리된 육류, 양념된 음식, 스테이크와 잭다니엘 소스 등과 함께 곁들이면 좋다.
162,500원 (750㎖) 무학주류상사"
937,마르키스 드 로스버그 까베르네 쇼비뇽,http://img.wine21.com/WINE_MST/TITLE/0162000/W0162526.jpg?350573,GCF 그룹,프랑스,서던,['카베르네 소비뇽'],레드,테이블 와인,13,1,4,3,3,치즈,25000,2016,750,https://www.wine21.com/13_search/wine_view.html?Idx=162526,"매우 짙은 붉은 색, 어두운 다크 레드 색을 띤다. 블랙커런트와 석류의 향이 나며 다양한 향의 조화가 특유의 향을 낸다. 입에 맴도는 탄닌이 훌륭한 여운을 남긴다. 샐러드나 다양한 종류의 치즈와 함께 곁들이면 완벽한 조화를 이룬다. 16~18도에서 서브하는 것이 좋다.
25,000원 (750㎖) 무학주류상사"
938,"클로 몽블랑, 콰트로 레드",http://img.wine21.com/WINE_MST/TITLE/0162000/W0162522.jpg?614538,끌로 몽블랑 ,스페인,까탈루냐,"['모나스트렐', '가르나차', '카베르네 소비뇽', '까리냥']",레드,테이블 와인,14,1,3,4,3,"육류, 치즈 등과 잘 어울린다.",30000,2018,750,https://www.wine21.com/13_search/wine_view.html?Idx=162522,"'콰트로'의 의미는 4개의 다른 포도품종의 블렌딩. 깊이감이 느껴지는 짙은 루비색 와인으로 블루 베리, 라즈 베리 등 붉은 과실의 아로마와 발사믹 뉘앙스의 부케를 찾을 수 있다. 또한 오크 숙성으로 탄생한 바닐라의 은은한 향과 부드러움 질감이 훌륭한 와인으로 뛰어난 밸런스를 유지한다.

아메리칸 오크와 프렌치 오크에서 14~18개월간 숙성한다.
30,000원 (750㎖) 에노테카 코리아"
939,프리바다 모스카텔 드 세투발 알마냑,http://img.wine21.com/WINE_MST/TITLE/0162000/W0162520.jpg?171571,호세 마리아 폰세카,포르투갈,세투발,['모스카텔 세투발'],주정강화,테이블 와인,18,5,3,5,1,디저트 음식 등과 잘 어울린다.,120000,1998,750,https://www.wine21.com/13_search/wine_view.html?Idx=162520,"호박색. 오렌지, 꿀, 라임,시나몬향 등이 느껴진다. 약 3개월의 스킨컨택 후 브랜디를 첨가하여 발효르 중지시켰다. 오크 숙성은 하지만 병숙성은 하지 않는다. 부드럽고 유연하며 풍부한 과일 맛을 가진, 매우 긴 여운을 가진 주정강화 와인이다.
120,000원 (750㎖) 올빈와인"
940,알램브리 모스카텔 로쏘 드 세투발,http://img.wine21.com/WINE_MST/TITLE/0162000/W0162519.jpg?028647,호세 마리아 폰세카,포르투갈,세투발,['뮈스까 로소 쁘띠 그랑'],주정강화,테이블 와인,17.5,5,2,5,2,매운 음식이나 디저트 음식과 잘 어울린다.,70000,2011,750,https://www.wine21.com/13_search/wine_view.html?Idx=162519,"그린색을 머금은 호박색. 귤,백합, 라임향이 느껴진다. 약 5개월의 스킨 컨택 후 브랜디를 첨가하여 발효를 중지시켰다. 오크 숙성과 병 숙성은 따로 하지 않으며 부드럽고 균형잡힌 산도, 풍부한 과일 맛이 좋으며 신선한 단맛, 긴 여운을 가진 주정강화 와인이다.
70,000원 (750㎖) 올빈와인"
941,알램브리 모스카텔 드 세투발 ,http://img.wine21.com/WINE_MST/TITLE/0162000/W0162518.jpg?068104,호세 마리아 폰세카,포르투갈,세투발,['모스카텔 세투발'],주정강화,테이블 와인,11,5,3,5,1,"전채요리, 디저트 등과 잘 어울린다.",50000,2013,750,https://www.wine21.com/13_search/wine_view.html?Idx=162518,"황금 토파즈 컬러. 카라멜, 배, 망고, 말린 살구향 등이 느껴진다. 약 5개월의 스킨 컨택 후 브랜디를 첨가하여 발효를 중지시켰으며 오크숙성, 병 숙성은 따로 하지 않았다. 부드럽고 균형잡힌 산도, 풍부한 과일 맛이 좋으며 신선한 단맛과 긴 여운을 가진 주정강화 와인이다.

50,000원 (750㎖) 올빈와인"
942,랜서스 화이트,http://img.wine21.com/WINE_MST/TITLE/0162000/W0162517.jpg?118645,호세 마리아 폰세카,포르투갈,,['블랜드'],화이트,테이블 와인,11.5,2,3,2,1,"이태리 음식, 멕시코 음식, 생선회, 매운 음식 등과 잘 어울린다.",28000,NV,750,https://www.wine21.com/13_search/wine_view.html?Idx=162517,"호세 마리아 다 폰세카는 200년 역사의 포르투갈 와이너리이다. 랜서스 화이트는 미디엄 정도의 매력적인 과일향과 약간 단맛의 피니쉬를 가지고 있다. 연노랑색을 띠며 옅은 레몬, 라임, 바나나향을 느낄 수 있다. 옅으나 매력적인 과일과 약간 단맛의 피니쉬가 특징인 와인이다.
28,000원 (750㎖) 올빈와인"
