,title,image_link,winery,country,province,grape_type,wine_type,alcohol,sweetness,acidity,body_rate,tannin_rate,food_pairing,price,vintage,size,link,aroma,meat,cheese,seafood,vegetables,dessert,floral,fruit,citrus,oriental_spice,oriental_leather,earth,dark_aroma,fruity_aroma,europe_a,europe_b,north_america,south_america,new_world,korea,red,white,wine_id,type
120,"19 크라임스, 업라이징 레드",http://img.wine21.com/WINE_MST/TITLE/0167000/W0167061.jpg?824496,19 크라임스,호주,사우스,시라/쉬라즈,red,14.5,1.0,3.0,4.0,4.0,"스테이크, 햄버거 등과 잘 어울린다.",54000.0,2019,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=167061,"진한 루비색을 띠고 라즈베리, 블랙베리의 과일향에 모카, 카라멜, 감초의 뉘앙스도 느껴진다. 입 안에서는 풍성한 질감과 달콤한 향신료, 토피, 시나몬의 아로마, 전반적으로 부드러운 느낌을 주는 와인이다. 30일간 럼 배럴 숙성 후 프렌치, 아메리칸 오크통에서 숙성했다.

과거 영국에서는 절도, 화폐위조, 중혼 등 19가지 범죄 리스트를 정하여 그에 해당하는 죄목을 가진 범죄자 또는 아일랜드 영국 통치에 반대하는 사람들에게 호주로 강제 이주 형벌을 내렸다. 그들은 개척자가 되어 호주에서 새로운 인생을 펼쳤고,그들의 살아있는 스토리와 역사를 기리기 위하여 19Crimes와인이 탄생하였다. 와인라벨의 인물은 실제로 이주 형벌을 받은 역사 속 인물들이며구글플레이 또는 앱스토어에서 'Living Wine Lables' 어플을 다운받아 그들의 생생한 이야기를 직접 들을 수 있다.

죄수명: Cornelius Dwyer Kane
아일랜드 출신의 사법보좌관인 그는 1867년 10월 10일 마지막으로 영국에서 죄수들을 호주로 이송시킨 Hougoumont 선박을 타고 호주로 추방됐다. 1871년 조건부 사면되었으나 아일랜드로의 귀국이 금지되어 가족과 재회하지 못한 채 호주에 남게 되었다.
54,000원 (750㎖) 비케이 트레이딩",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,120,f
121,카르페스 데 에고메이 크리안자,http://img.wine21.com/WINE_MST/TITLE/0167000/W0167056.jpg?508867,핀카 에고메이,스페인,리오하,템프라니요,red,14.5,1.0,3.0,3.0,3.0,"콩요리, 해산물을 곁들이 빠에야, 그릴에 구운 육류 요리, 소고기 스튜, 다양한 샤퀴테리 등과 잘 어울린다.",30000.0,2016,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=167056,"루비색을 띠고 검은 과일의 진한 아로마와 나무 향, 발사믹, 달콤한 향신료 계열의 향이 다채롭게 느껴진다. 입 안에서는 벨벳처럼 부드럽게 다듬어진 타닌과 긴 여운을 즐길 수 있는 미디엄 바디의 와인이다.
30,000원 (750㎖) 신세계엘앤비",1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,121,f
122,"톨라이니, 레짓 토스카나",http://img.wine21.com/WINE_MST/TITLE/0167000/W0167055.jpg?087199,톨라이니,이탈리아,토스카나,카베르네 소비뇽,red,14.5,1.0,3.0,4.0,3.0,"따뜻한 채소를 곁들인 소고기 스테이크, 뵈프 부르기뇽, 그레이비 소스를 곁들이 가금류 요리, 잘 숙성된 치즈 등과 잘 어울린다.",60000.0,2013,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=167055,"진한 루비 레드색을 띠고 피망, 감초의 향과 오크 바닐라 향이 녹아든 흑연 아로마가 느껴진다. 입 안에서는 아주 잘 익은 과실맛이 풍부하게 감싸주며 긴 숙성 능력을 갖춘 풀바디한 와인이다.
60,000원 (750㎖) 신세계엘앤비",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,122,f
123,"만자니타 크릭, 렌치오니 진판델 드라이 크릭 밸리",http://img.wine21.com/WINE_MST/TITLE/0167000/W0167048.jpg?186105,만자니타 크릭,미국,캘리포니아,진판델,red,15.5,1.0,3.0,4.0,4.0,"소고기 스테이크, 숙성된 치즈 등과 잘 어울린다.",80000.0,2014,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=167048,"진보라색을 띠고 후추, 아니스의 향신료와 건자두, 건포도의 붉은 과실의 아로마가 느껴진다. 입 안에서는 은은한 산미와 부드러운 타닌이 매력적인 와인이다.

50% 2년된 아메리칸, 50% 뉴트럴 오크통에서 18개월간 숙성했다.
80,000원 (750㎖) 와인투유코리아",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,123,f
124,"오텔라, 깜뽀 시레소",http://img.wine21.com/WINE_MST/TITLE/0167000/W0167047.jpg?793808,오텔라,이탈리아,롬바르디아,코르비나 베로네제,red,14.5,1.0,3.0,4.0,4.0,"소고기, 살라미, 닭고기, 강한 향의 치즈와 잘 어울린다.",100000.0,2016,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=167047,"진한 루비색을 띠고 잘 익은 검붉은 과실, 향신료의 아로마가 복합적으로 느껴진다. 입 안에서는 잘 짜여진 구조감과 탄탄한 균형감이 뚜렷하고 실크처럼 부드러운 타닌이 알코올의 온기와 함께 긴 여운을 선사한다.

오크통에서 18개월간 숙성했다.
100,000원 (750㎖) 콜리코",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,124,f
127,"포 바인, 스켑틱 쁘티 쉬라",http://img.wine21.com/WINE_MST/TITLE/0167000/W0167030.jpg?466207,포바인,미국,캘리포니아,쁘띠 시라,red,13.5,1.0,3.0,3.0,3.0,"스테이크, 토마토 베이스 파스타, 치즈 등과 잘 어울린다.",67000.0,2017,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=167030,"루비색을 띠고 무화과 잼, 구운 헤이즐넛, 카라멜, 라즈베리, 코코아, 커피의 아로마가 느껴진다. 입 안에서는 풍성한 질감이 매력적이고 적당한 당도, 산도, 타닌의 균형이 완벽한 와인이다.

프렌치, 아메리칸 오크통에서 10개월간 숙성했다.
67,500원 (750㎖) 비케이 트레이딩",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,127,f
129,"비냐 페냐롤렌, 아줄",http://img.wine21.com/WINE_MST/TITLE/0167000/W0167027.jpg?968202,비냐 페냐롤렌,칠레,마이포,카베르네 소비뇽,red,14.5,1.0,3.0,5.0,5.0,"햄버거, 피자, 스테이크 등과 잘 어울린다.",105000.0,2015,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=167027,"밝은 가넷색을 띠고 구운 무화과, 블루베리, 구아바, 체리의 향이 나다가 허브, 꽃향, 멘솔의 아로마가 느껴진다. 입 안에서는 꽉 찬 풍부한 타닌, 담배, 미네랄의 느낌과 긴 여운이 이어지는 와인이다. 64% 새 프렌치 오크통에서 24개월간 숙성했다.

2006년에 해발 고도 600m, 5ha 정도의 포도밭에 식재된 포도를 블렌딩 하여 만든 와인이다. 마이포 밸리의 특성을 담고 있으나 절제된 맛과 향을 보여주는 와인이다.
105,000원 (750㎖) 에노테카 코리아",1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,129,f
130,"래번, 샤르도네 러시안 리버 밸리",http://img.wine21.com/WINE_MST/TITLE/0167000/W0167023.jpg?046575,래번,미국,캘리포니아,샤르도네,white,14.5,1.0,3.0,4.0,1.0,"치즈, 샐러드, 해산물 등과 잘 어울린다.",82000.0,2018,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=167023,"황금빛 색을 띠고 서양배, 사과, 복숭아의 과실향에 바닐라, 크렘 블레의 달콤함이 잘 결합되어 느껴진다. 입 안에서는 훌륭한 균형감과 우아함이 인상적인 와인이다. 75% 프렌치, 헝가리안 오크통에서 6개워간 발효했다.
82,000원 (750㎖) 에노테카 코리아",0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,130,f
131,"래번, 피노 누아 러시안 리버 밸리",http://img.wine21.com/WINE_MST/TITLE/0167000/W0167022.jpg?438676,래번,미국,캘리포니아,피노 누아,red,14.5,1.0,3.0,3.0,3.0,"오리고기, 로제 파스타, 숙성된 치즈 등과 잘 어울린다.",106000.0,2017,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=167022,"밝은 진홍빛을 띠고 향신료와 바닐라의 풍미가 돋고이고 잘 익은 과일향이 느껴진다. 입 안에서는 라즈베리, 블루베리, 블랙베리의 과일 맛이 지배적이며, 구운 헤이즐넛의 은은함이 전체적으로 우아하고 세련된 느낌을 주는 와인이다. 25% 새 프렌치 오크통에서 11개월간 숙성했다.
106,000원 (750㎖) 에노테카 코리아",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,131,f
132,"PWS 스캐터드 픽스, 카베르네 소비뇽",http://img.wine21.com/WINE_MST/TITLE/0167000/W0167021.jpg?063312,스캐터드 픽스,미국,캘리포니아,카베르네 소비뇽,red,14.5,1.0,3.0,4.0,4.0,"스테이크, 치즈, 햄버거 등과 잘 어울린다.",146000.0,2016,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=167021,"짙은 붉은색을 띠고 강렬한 검붉은 과실, 아니스, 블랙 체리, 블랙 커런트, 감초, 제비꽃, 코코아의 아로마가 느껴진다. 입 안에서는 단단하고 실키한 타닌과 바닐라 터치가 클래식함을 만들어주는 와인이다.

50% 새 프렌치 오크통에서 18개월간 숙성했다.
146,000원 (750㎖) 에노테카 코리아",1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,132,f
133,"리머릭 레인, 에스테이트 블렌드",http://img.wine21.com/WINE_MST/TITLE/0167000/W0167019.jpg?742894,리머릭 레인,미국,캘리포니아,시라/쉬라즈,red,14.5,1.0,3.0,4.0,3.0,"스테이크, 토마토 베이스 파스타, 숙성 치즈 등과 잘 어울린다.",75000.0,2017,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=167019,"진한 루비색을 띠고 자두, 블랙베리, 체리, 딸기의 아로마가 느껴진다. 입 안에서는 풍성한 바디감과 함께 부드러운 타닌이 인상적인 와인이다.
75,000원 (750㎖) 보틀샤크",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,133,f
135,"리머릭 레인, 에스테이트 진판델",http://img.wine21.com/WINE_MST/TITLE/0167000/W0167017.jpg?801132,리머릭 레인,미국,캘리포니아,진판델,red,14.5,1.0,3.0,4.0,3.0,"파스타, 햄버거, 스테이크 등과 잘 어울린다.",73000.0,2015,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=167017,"진한 보라색을 띠고 신선한 딸기, 블루베리, 블랙베리, 검은 후추의 아로마가 느껴진다. 입 안에서는 풍성한 볼륨의 바디감과 둥글고 부드러운 타닌이 고급스럽게 느껴지는 와인이다.
73,000원 (750㎖) 보틀샤크",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,135,f
137,아라구스 크리안자,http://img.wine21.com/WINE_MST/TITLE/0167000/0167013.jpg?711245,보데가스 아라고네사스,스페인,캄포,가르나차,red,14.5,1.0,3.0,4.0,3.0,"파스타, 스테이크 등과 잘 어울린다.",39000.0,2016,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=167013,"붉은빛이 감도는 바이올렛색을 띠고 잘 익은 과일과 오크 아로마가 느껴진다. 입 안에서는 오크의 타닌과 부드러우면서도 균형 잡힌 구조감이 뛰어난 와인입니다.

아메리칸 오크통에서 6개월간 숙성했다.
39,000원 (750㎖) 한산더블유앤비",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,137,f
138,"샤또 뽀띠롱, 뀌베 엑셀런스",http://img.wine21.com/WINE_MST/TITLE/0167000/W0167012.png?377088,샤또 드 뽀띠롱,프랑스,보르도,메를로,red,13.5,1.0,3.0,3.0,3.0,"스테이크, 바베큐, 숙성치즈 등과 잘 어울린다.",72000.0,2014,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=167012,"진한 루비색을 띠고 딸기, 자두, 초콜릿, 모카, 구운 빵의 아로마가 느껴진다. 입 안에서는 파워풀하고 풍부한 과실 아로마와 부드러운 타닌의 훌륭한 밸런스가 돋보이는 와인이다.

스테인리스 스틸에서 12개월간, 오크통에서 12개월간 숙성했다.
72,000원 (750㎖) 엘비",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,138,f
139,"샤또 뽀띠롱, 뀌베 프리빌리지",http://img.wine21.com/WINE_MST/TITLE/0167000/W0167011.png?411477,샤또 드 뽀띠롱,프랑스,보르도,메를로,red,13.5,1.0,3.0,3.0,3.0,"스테이크, 바베큐, 향이 풍부한 치즈 등과 잘 어울린다.",55000.0,2014,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=167011,"루비색을 띠고 잘 익은 붉은 과실 아로마, 옅은 삼나무, 가죽, 약간의 커피향이 느껴진다. 입 안에서는 부드러운 바디와 타닌의 좋은 밸런스와 길게 이어지는 과실의 아로마가 매력적인 와인이다.

스테인리스 탱크에서 24개월간 숙성했다.
55,000원 (750㎖) 엘비",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,139,f
140,"샤또 뽀띠롱, 로르 드 뽀띠롱",http://img.wine21.com/WINE_MST/TITLE/0167000/W0167010.png?134573,샤또 드 뽀띠롱,프랑스,보르도,소비뇽 그리,white,13.5,1.0,3.0,3.0,1.0,"샐러드, 해산물, 초밥, 생선회, 조개구이 등과 잘 어울린다.",48000.0,2018,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=167010,"옅은 황금색을 띠고 레몬, 서양배의 하얀 과실류의 아로마가 느껴진다. 입 안에서는 소비뇽 그리의 우아함과 소비뇽 블랑의 산뜻함 그리고 이를 부드럽게 안아주는 세미용의 완벽한 조화를 보여주면서, 신선하고 발랄한 풍미와 섬세하며 쌉쌀한 여운이 인상적인 와인이다.
48,000원 (750㎖) 엘비",0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,140,f
142,"카잘 파르네토, 오또 보르기",http://img.wine21.com/WINE_MST/TITLE/0167000/W0167008.jpg?610584,카잘 파르네토,이탈리아,마르케,몬테풀치아노,red,14.5,1.0,3.0,4.0,4.0,"스테이크, 고기찜요리, 숙성치즈 등과 잘 어울린다.",78000.0,NV,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=167008,"진한 레드색을 띠고 블랙체리, 자두, 검붉은 과실류, 바닐라, 초콜릿, 가죽 등의 아로마가 느껴진다. 입 안에서는 풍부하고 다채로운 검붉은 과실의 풍미와 부드러운 타닌감이 잘 어우러지는 풀 바디 와인이다.
78,000원 (750㎖) 엘비",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,142,f
144,"카잘 파르네토, 라크리마",http://img.wine21.com/WINE_MST/TITLE/0167000/W0167006.jpg?317559,카잘 파르네토,이탈리아,마르케,라크리마,red,13.5,1.0,3.0,3.0,3.0,"돼지고기, 숙성치즈, 토마토 파스타, 피자, 닭고기, 중화요리 등과 잘 어울린다.",44000.0,2018,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=167006,"붉은 보라색을 띠고 풍부한 장미향, 제비꽃, 산딸기, 라즈베리 등의 과실향이 느껴진다. 입 안에서는 풍부한 꽃향과 붉은 과실향이 특징이며 전체적으로 부드러운 타닌과 적절한 산미가 조화롭게 어우러지는 가볍고 산뜻한 와인이다.
44,000원 (750㎖) 엘비",1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,144,f
148,"오미나 로마나, 메를로",http://img.wine21.com/WINE_MST/TITLE/0166000/W0166991.jpg?596466,오미나 로마나,이탈리아,라치오,메를로,red,13.5,1.0,3.0,4.0,4.0,"파스타, 소고기, 닭고기 등과 잘 어울린다.",160000.0,2013,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=166991,"짙은 루비색을 띠고 다양한 커런트잼의 복합적이면서 강렬한 느낌이 계피향과 같이 느껴지며 입 안에서는 우아하고 섬세한 타닌의 조화가 훌륭한 와인이다.

프렌치 오크통에서 12개월 숙성했다.
160,000원 (750㎖) 빈티지코리아",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,148,f
192,"알렉산드린, 생 조셉",http://img.wine21.com/WINE_MST/TITLE/0166000/W0166915.jpg?944689,도멘 & 메종 레 알렉산드린,프랑스,론,시라/쉬라즈,red,13.5,1.0,3.0,4.0,4.0,그릴에 구운 고기요리와 치즈와 잘 어울린다.,95000.0,2017,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=166915,"진한 루비빛을 띠고 신선한 체리, 블랙베리, 삼나무의 풍미가 느껴지며 입 안에서는 파워풀한 타닌에 블랙베리, 미네랄의 아로마가 길게 남는 와인이다.

1-2년된 오크통에서 12개월간 숙성했다.
95,000원 (750㎖) 에노테카 코리아",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,192,f
194,"알렉산드린, 콩드리유",http://img.wine21.com/WINE_MST/TITLE/0166000/W0166913.jpg?179040,도멘 & 메종 레 알렉산드린,프랑스,론,비오니에,white,13.5,1.0,3.0,4.0,1.0,버터로 조리한 음식이나 새우요리와 잘 어울린다.,200000.0,2017,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=166913,"연두빛이 감도는 골드를 띠고 파인애플, 아카시아 꽃, 리치와 같은 이국적인 아로마가 느껴지며 입 안에서는 오크 숙성에서 오는 감초, 시나몬의 향신료 풍미와 피니시에서 짠맛과 약간의 쌉싸름함이 느껴지는 와인이다.

225리터 오크통에서 8개월간 효모와 같이 숙성(sur lee)했고 일부는 스테인리스 스틸 탱크에서 숙성했다.
200,000원 (750㎖) 에노테카 코리아",0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,194,f
210,"아이들 와일드, 플로라 파우나 레드",http://img.wine21.com/WINE_MST/TITLE/0166000/W0166849.jpg?580713,아이들와일드,미국,캘리포니아,바르베라,red,8.5,1.0,3.0,4.0,4.0,"토마토 소스 베이스 파스타, 오리고기 등과 잘 어울린다.",83000.0,2018,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=166849,"밝은 루비색에 다크체리, 흙내음, 말린허브, 제비꽃의 아로마가 느껴지며 처음에는 와인 전체에 적절한 점성이 있는 맛이 즐겁게 느껴지고 강한 산도와 타닌의 균형감이 묵직하게 마무리 지어주는 와인이다.

83,000원 (750㎖) 보틀샤크",1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,210,f
213,마우릿슨 진판델,http://img.wine21.com/WINE_MST/TITLE/0166000/W0166845.jpg?856564,마우릿슨,미국,캘리포니아,진판델,red,11.0,1.0,3.0,5.0,4.0,"양고기 스테이크, 햄버거 등과 잘 어울린다.",84000.0,2017,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=166845,"진한 루비색을 띠고 코에서는 농익은 블랙체리, 블랙베리, 향신료 등의 아로마가 은은히 느껴진다. 입 안에서는 과일향이 먼저 잔잔히 퍼지다가 묵직한 풀 바디와 농도있는 타닌이 우아한 느낌을 주며 긴 여운을 남기는 와인이다.
84,000원 (750㎖) 보틀샤크",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,213,f
214,윌슨 카베르네 소비뇽,http://img.wine21.com/WINE_MST/TITLE/0166000/W0166844.jpg?313294,윌슨 와이너리,미국,캘리포니아,카베르네 소비뇽,red,9.5,1.0,3.0,4.0,4.0,"햄버거, 피자, 맥앤치즈와 잘 어울리며, 그 외에도 프라임립과 즐기기 좋은 와인이다.",91000.0,2016,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=166844,"루비색을 띠고 블랙베리, 블랙커런트, 라스베리에 숙성된 오크향과 향신료의 부케가 느껴지며 마지막까지 부드럽게 입안을 감싸는 마시기 편한 와인이다.
91,000원 (750㎖) 보틀샤크",1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,214,f
215,마조꼬 진판델,http://img.wine21.com/WINE_MST/TITLE/0166000/W0166843.jpg?953639,윌슨 와이너리,미국,캘리포니아,진판델,red,10.5,1.0,2.0,5.0,3.0,"견과류, 포르치니 파스타, 카망베르 치즈 등과 잘 어울린다.",70000.0,2017,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=166843,"루비색을 띠고 약간의 스파이시와 함께 블랙베리, 보이즌베리, 그리고 라스베리의 향이 코를 자극하며 입 안에는 진한색의 열매들과, 체리 콜라, 마지막에는 소량의 페퍼 맛이 가득 퍼지는 와인이다.
70,000원 (750㎖) 보틀샤크",0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,215,f
216,마조꼬 샤도네이,http://img.wine21.com/WINE_MST/TITLE/0166000/W0166842.jpg?996531,윌슨 와이너리,미국,캘리포니아,샤르도네,white,11.5,1.0,3.0,4.0,1.0,"부드러운 염소치즈가 올려져 있는 무화과 콤포트와 크래커, 또는 꿀이 발려진 햄이나 가정식 맥앤치즈 요리와 잘 어울린다.",61000.0,2018,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=166842,"연한 황금색을 띠고 레몬, 라임, 파인애플 향이 허니서클 및 오크 뉘앙스의 향이 매혹적이며 적당량의 산도와 열대과일, 버터스카치, 카라멜, 오크 숙성을 통해 크림같이 부드러운 목 넘김을 선사하는 와인이다.
61,000원 (750㎖) 보틀샤크",1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,216,f
221,리프 앤 바인 쁘띠 시라,http://img.wine21.com/WINE_MST/TITLE/0166000/W0166835.jpg?403538,리프 앤 바인,미국,캘리포니아,쁘띠 시라,red,11.0,1.0,3.0,5.0,3.0,그릴에 구운 고기와 포토벨로 버섯 등과 잘 어울린다.,73000.0,2014,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=166835,"진보라색, 크림슨색을 띠고 블루베리, 다크초콜릿, 설탕에 절인 자두, 검은 후추의 아로마가 느껴지며 입 안에서는 커런트와 라스베리의 풍부함이 돋보이는 와인이다.
73,000원 (750㎖) 보틀샤크",1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,221,f
222,리프 앤 바인 카리냥,http://img.wine21.com/WINE_MST/TITLE/0166000/W0166834.jpg?402925,리프 앤 바인,미국,캘리포니아,까리냥,red,8.0,1.0,2.0,4.0,4.0,"오리고기, 스테이크 등과 잘 어울린다.",92000.0,2016,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=166834,"밝은 루비색을 띠고 레드체리와 크랜베리, 신선한 꽃, 담배잎의 아로마가 느껴지며 생기있고 발랄한 맛에 긴 여운을 선사하는 와인이다.
92,000원 (750㎖) 보틀샤크",1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,222,f
230,리코레야 가르나차,http://img.wine21.com/WINE_MST/TITLE/0166000/W0166803.jpg?066090,셀러 드 카프샤네스,스페인,몬산트,가르나차,red,9.25,1.0,3.0,3.0,3.0,"양고기, 닭고기, 피자, 파스타, 치즈 등과 잘 어울린다.",84000.0,2017,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=166803,"유연하고 부드러운 토양으로 알려진 리코레야 토양에서 재배된 가르나차 품종으로만 만들어졌으며 토지 특성상 포도나무가 뿌리를 깊게 내리기 때문에 뛰어난 배수력으로 더 좋은 포도를 만들어 낸다. 이 특징들을 레이블에 만화로 나타내고 있으며 진한 체리컬러, 복합적인 맛, 풍부한 미네랄과 고급스러운 산미를 즐길 수 있는 와인이다. 프렌치 오크에서 4개월 숙성한다.
84,000원 (750㎖) 케이제이무역",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,230,f
231,"폴리지아노,로쏘 디 몬테풀치아노",http://img.wine21.com/WINE_MST/TITLE/0166000/W0166792.jpg?604617,폴리지아노,이탈리아,토스카나,산지오베제,red,13.5,1.0,3.0,4.0,3.0,"토마토소스로 만든 파스타, 피자, 치킨 등과 잘 어울린다.",49000.0,2018,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=166792,"블랙베리, 체리 등의 농밀한 과일 풍미가 돋보이는 와인으로 프루티한 캐릭터와 조밀한 타닌의 맛이 균형을 이루는 와인이다. 해발고도 280~350m에 위치한 밭에서 손으로 수확한 포도를 다시 한 번 선별해 만든다. 스테인리스 스틸 탱크에서 발효해, 빈티지에 따라 와인의 20~40% 가량을 8개월간 오크통에서 숙성한다. 영한 상태에서 프루티한 맛을 그대로 즐겨도 좋고, 빈티지로부터 5~8년 더 숙성할 수 있다.
49,000원 (750㎖) 신세계엘앤비",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,231,f
