title,image_link,winery,country,province,grape_type,wine_type,occasion,alcohol,sweetness,acidity,body_rate,tannin_rate,food_pairing,price,vintage,size
산타 아나 소비뇽 블랑,http://img.wine21.com/WINE_MST/TITLE/0150000/W0150019.jpg?964220,산타 아나,아르헨티나,산,['소비뇽 블랑'],화이트,테이블 와인,13.0,1,4,2,1,"흰색 고기나 바다 생선 요리, 치즈의 식전 반주로 이상적이며, 이들 음식과 먹어도 좋다.",29000,2009,750
"이 발지니, 그린 라벨",http://img.wine21.com/WINE_MST/TITLE/0150000/W0150018.jpg?380209,이 발지니,이탈리아,토스카나,"['산지오베제', '마몰로']",레드,테이블 와인,8.5,1,3,3,3,"갈비찜, 불고기, 피자, 파스타, 치즈 등과 잘 어울린다.",68000,2009,750
"산타 아나, 샤도네",http://img.wine21.com/WINE_MST/TITLE/0150000/W0150017.jpg?832186,산타 아나,아르헨티나,산,['샤르도네'],화이트,테이블 와인,13.0,1,3,2,1,"식전 반주로 이상적이며, 바다 요리, 부드럽게 양념한 요리와 함께하면 아름답다.",29000,2009,750
"산타 아나, 메를로",http://img.wine21.com/WINE_MST/TITLE/0150000/W0150016.jpg?255659,산타 아나,아르헨티나,멘도사,['메를로'],레드,테이블 와인,9.0,1,3,3,3,"야채와 함께한 붉은 고기류, 약간 딱딱한 치즈와 잘 어울린다.",29000,2007,750
"산타 아나, 말벡 리저브",http://img.wine21.com/WINE_MST/TITLE/0150000/W0150015.jpg?640564,산타 아나,아르헨티나,멘도사,['말벡'],레드,테이블 와인,9.0,1,3,4,3,"칠면조 요리, 파스타, 바비큐, 스튜등과 마시면 이상적이다.
",60000,2011,750
"산타 아나, 말벡 로제",NaN,산타 아나,아르헨티나,멘도사,['말벡'],로제,"에피타이저, 테이블 와인",13.0,2,3,2,1,"식전 반주로 이상적이며, 생선, 부드럽게 양념한 고기류나 샐러드와 잘 어울린다.
",29000,2007,750
"스갈치, 스위트 밸리 비노 다 따볼라 로쏘 ",http://img.wine21.com/WINE_MST/TITLE/0150000/W0150002.jpg?505167,스갈치,이탈리아,뿔리아,['블랜드'],레드,테이블 와인,7.0,3,3,2,2,"각종 그릴에 구운 육류요리, 고다치즈, 붉은 육류, 흰살 육류 등과 잘 어울린다.
",21000,NV,750
"스갈치, 스위트 밸리 비노 다 따볼라 비앙코",http://img.wine21.com/WINE_MST/TITLE/0150000/W0150001.jpg?890899,스갈치,이탈리아,뿔리아,['블랜드'],화이트,테이블 와인,9.0,3,2,2,1,"모짜렐라 소스와 토마토, 가벼운 파스타, 샐러드요리 등과 잘 어울린다.",21000,NV,750
"아리온, 피노누아 샤도네 브뤼",http://img.wine21.com/WINE_MST/TITLE/0149000/W0149999.jpg?341684,아리온,이탈리아,피에몬테,"['피노 누아', '샤르도네']",스파클링,"에피타이저, 테이블 와인",11.0,1,4,3,1,"식전주로 훌륭한 와인이며 스낵, 에피타이저, 푸레쉬한 샐러드, 과일, 우드베리, 파스타와 함께 즐기시면 좋다. 
",40000,NV,750
"아리온, 바르베라 다스티",http://img.wine21.com/WINE_MST/TITLE/0149000/W0149998.jpg?797144,아리온,이탈리아,피에몬테,['바르베라'],레드,테이블 와인,9.0,1,4,3,3,"구운 육류, 신선한 치즈, 생선 수프, 익힌 야채, 파스타, 리조또와 함께 즐기시면 더욱 좋다. 
",65000,2016,750
"아리온, 모스카토 스푸만테",http://img.wine21.com/WINE_MST/TITLE/0149000/W0149997.jpg?186342,아리온,이탈리아,피에몬테,['모스카토'],스파클링,"에피타이저, 디저트 와인",5.5,4,1,2,1,"달콤한 쿠키, 말린과일, 간단한 까나페, 과일칵테일, 쵸컬릿, 퐁듀 등과 함께 하면 좋다. 
",31000,NV,750
"아리온, 모스카토 다스티",NaN,아리온,이탈리아,피에몬테,['모스카토'],화이트,디저트 와인,5.0,4,2,2,1,"초콜렛 케익, 푸레쉬한 과일, 비스켓 등 디저트와 잘 어울리는 와인이다. 
",65000,2018,750
"아리온, 러스치케토 비앙코",http://img.wine21.com/WINE_MST/TITLE/0149000/W0149995.jpg?059051,아리온,이탈리아,피에몬테,"['모스카토', '기타 품종']",화이트,"에피타이저, 디저트 와인",4.5,4,2,2,1,"스낵, 에피타이저, 푸레쉬한 샐러드, 과일, 우드베리, 파스타와 함께 즐기시면 좋다. 
",30000,NV,750
"아리온, 러스치케토 로쏘",http://img.wine21.com/WINE_MST/TITLE/0149000/W0149994.jpg?520739,아리온,이탈리아,피에몬테,['블랜드'],레드,디저트 와인,6.5,4,2,2,2,"비스킷, 초콜렛 케익, 과일시럽, 우드베리, 샐러드, 가벼운 빵, 드라이한 과일 등 디저트와 함께 즐기가에 좋다. ",30000,NV,750
"아리온, 가비 ",http://img.wine21.com/WINE_MST/TITLE/0149000/W0149993.jpg?929609,아리온,이탈리아,피에몬테,['코르테제'],화이트,테이블 와인,12.0,1,4,3,1,"생선수프, 프레쉬한 야채, 샐러드, 파스타와 잘 어울리는 와인이다. ",55000,2013,750
"톨 홀스, 피노타주 로제",http://img.wine21.com/WINE_MST/TITLE/0149000/W0149991.jpg?419595,톨 홀스,남아프리카,웨스턴,['피노타주'],로제,테이블 와인,9.0,1,4,2,2,"BBQ 스테이크나 양고기, 타이 red curry나 초콜릿 케이크와도 잘 어울린다.
",15000,2008,750
"톨 홀스, 카베네 쇼비뇽",http://img.wine21.com/WINE_MST/TITLE/0149000/W0149990.jpg?889532,톨 홀스,남아프리카,웨스턴,['카베르네 소비뇽'],레드,테이블 와인,9.0,1,4,2,4,"구운고기 혹은 냄비요리, 토마토가 기본이 되는 이탈리아 음식과 치즈요리와도 잘 어울린다.",15000,2009,750
"톨 홀스, 피노타주",http://img.wine21.com/WINE_MST/TITLE/0149000/W0149989.jpg?354110,톨 홀스,남아프리카,웨스턴,['피노타주'],레드,테이블 와인,13.0,2,3,3,3,"갈비찜, 불고기, 피자, 파스타, 치즈 등과 잘 어울린다.",15000,2009,750
"톨 홀스, 쉬라즈",http://img.wine21.com/WINE_MST/TITLE/0149000/W0149988.jpg?822390,톨 홀스,남아프리카,케이프,['시라/쉬라즈'],레드,테이블 와인,9.0,1,4,2,4,"구운고기 혹은 냄비요리에 잘 어울리고, 또한 토마토가 기본이 되는 이탈리아 음식과 치즈요리와도 잘 어울린다. ",15000,2008,750
톨 홀스 소비뇽 블랑,http://img.wine21.com/WINE_MST/TITLE/0149000/W0149987.jpg?332356,톨 홀스,남아프리카,웨스턴,['소비뇽 블랑'],화이트,테이블 와인,9.0,1,4,2,1,"신선한 생선회, 바다요리, 훈제연어, 키시(치즈종류), 가벼운 여름 샐러드와 같은 간단하며 맛있는 음식과 잘 어울린다.",15000,2009,750
"톨 홀스, 샤도네이",http://img.wine21.com/WINE_MST/TITLE/0149000/W0149986.jpg?758347,톨 홀스,남아프리카,웨스턴,['샤르도네'],화이트,테이블 와인,9.0,1,4,3,1,"신선한 생선, 바다요리, 훈제연어, 키시(치즈종류), 가벼운 여름 샐러드와 같은 간단하며 맛있는 음식을 보조하기에 적당하다.",15000,2008,750
"톨 홀스, 멜롯",http://img.wine21.com/WINE_MST/TITLE/0149000/W0149985.jpg?184796,톨 홀스,남아프리카,웨스턴,['메를로'],레드,테이블 와인,9.0,1,4,4,3,감미로운 과즙과 향이 멋지게 조화된 부드러운 목넘김과 감초와 향신료 같은 붉고 검은 체리가 층을 이루고 있는 듯 어우러진 상쾌한 향이 매력적이고 붉은 체리 빛의 매혹적인 어두운 루비색을 띠고 있다.,150000,2009,750
샤또 보샹,http://img.wine21.com/WINE_MST/TITLE/0149000/W0149979.jpg?625626,샤또 보샹,프랑스,보르도,"['카베르네 소비뇽', '카베르네 프랑', '메를로']",레드,테이블 와인,13.0,1,3,3,3,"중국요리, 간편한 육류요리, 약간 스파이시한 한식, 볶음요리 등과 잘 어울린다.
",25000,2008,750
샤또 라로케,http://img.wine21.com/WINE_MST/TITLE/0149000/W0149978.jpg?147042,샤또 라로끄,프랑스,보르도,"['카베르네 소비뇽', '카베르네 프랑', '메를로']",레드,테이블 와인,12.0,1,3,3,3,"삼겹살, 돼지갈비, 갈비찜, 튀김, 볶음요리, 해물요리등과도 잘 어울린다.
",25000,2009,750
샤또 끌로뜨 폰나네,http://img.wine21.com/WINE_MST/TITLE/0149000/W0149977.jpg?587459,엘지아이 와인,프랑스,서던,"['시라/쉬라즈', '그르나슈']",레드,테이블 와인,9.0,1,3,3,3,"고급 안심, 등심 스테이크, 그릴에 구운 야채, 바비큐요리, 숙성된 치즈등과 잘 어울린다.
",50000,2015,750
마르티우스 마그니피캇 ,http://img.wine21.com/WINE_MST/TITLE/0149000/W0149975.jpg?269802,엘지아이 와인,프랑스,서던,"['까리냥', '그르나슈', '메를로']",레드,테이블 와인,12.0,1,3,3,3,"비프 스테이크, 양고기 바베큐, 소스와 함께 곁들인 고기와 치즈와 함께 즐기시면 좋다. ",25000,2017,750
"마유, 리제르바  이스페셜  쉬라",http://img.wine21.com/WINE_MST/TITLE/0149000/W0149974.jpg?724309,비나 마유 ,칠레,코킴보,['시라/쉬라즈'],레드,테이블 와인,14.0,1,3,3,3,"고급 치즈, 프와그라, 등심 스테이크, 신선한 해산물 볶음 요리, 등과 함께하면 좋다.
",59000,2011,750
"마유, 리제르바  이스페셜 까르미네르 쉬라",http://img.wine21.com/WINE_MST/TITLE/0149000/W0149973.jpg?149260,비나 마유 ,칠레,코킴보,"['카르메네르', '시라/쉬라즈']",레드,테이블 와인,9.5,1,3,3,3,"각종 그릴에 구운 육류요리, 고다치즈, 붉은 육류, 흰살 육류 등과 잘 어울린다.
",59000,2012,750
"마유, 리제르바 이스페셜 까르미네르 ",http://img.wine21.com/WINE_MST/TITLE/0149000/W0149972.jpg?588105,비나 마유 ,칠레,코킴보,['카르메네르'],레드,테이블 와인,15.0,1,3,3,3,"중국요리, 간편한 육류요리, 약간 스파이시한 한식, 볶음요리 등과 잘 어울린다.
",59000,2007,750
"마유, 리제르바 까르미네르 ",http://img.wine21.com/WINE_MST/TITLE/0149000/W0149971.jpg?969501,비나 마유 ,칠레,코킴보,['카르메네르'],레드,테이블 와인,14.0,1,4,3,3,"비프 스테이크, 양고기 바베큐, 약간 강한 양념으로 조리된 육류, 파스타, 라자냐, 햄 등과 잘 어울린다.
",37000,2008,750
"마유, 리제르바 쉬라",http://img.wine21.com/WINE_MST/TITLE/0149000/W0149970.jpg?422338,비나 마유 ,칠레,코킴보,['시라/쉬라즈'],레드,테이블 와인,14.0,1,3,3,3,"삼겹살, 돼지갈비, 갈비찜, 튀김, 볶음요리, 해물요리등과도 잘 어울린다.
",37000,2008,750
"마유, 리제르바 까베르네 쇼비뇽",http://img.wine21.com/WINE_MST/TITLE/0149000/W0149969.jpg?803157,비나 마유 ,칠레,코킴보,['카베르네 소비뇽'],레드,테이블 와인,14.0,1,3,3,3,"고급 치즈, 프와그라, 등심 스테이크, 신선한 해산물 볶음 요리, 등과 함께하면 좋다.
",33000,2008,750
"마유, 리제르바 메를로",http://img.wine21.com/WINE_MST/TITLE/0149000/W0149968.jpg?239131,비나 마유 ,칠레,코킴보,['메를로'],레드,테이블 와인,14.0,1,3,3,3,"살라미, 파스타, 바다가재 찜, 송아지 고기, 에멘탈 치즈 등과 잘 어울린다.",37000,2014,750
마유 까베르네 쇼비뇽,http://img.wine21.com/WINE_MST/TITLE/0149000/W0149967.jpg?937129,비나 마유 ,칠레,코킴보,['카베르네 소비뇽'],레드,테이블 와인,14.0,1,3,3,3,"돼지갈비, 갈비찜, 튀김, 볶음요리, 해물요리등과도 잘 어울린다.
",38000,2014,750
"마유, 리제르바 소비뇽 블랑 ",http://img.wine21.com/WINE_MST/TITLE/0149000/W0149966.jpg?391252,비나 마유 ,칠레,코킴보,['소비뇽 블랑'],화이트,테이블 와인,9.0,1,4,2,1,"각종 야채볶음요리, 부드러운 소스의 중국음식, 일본퓨전 음식, 강하지 않은 소스의 한식과도 잘 어울린다.
",37000,2015,750
마유 페드로 히메네즈 ,http://img.wine21.com/WINE_MST/TITLE/0149000/W0149965.jpg?812314,비나 마유 ,칠레,코킴보,['페드로 히메네스'],화이트,테이블 와인,13.0,1,4,3,1,"신선한 샐러드를 곁들인 담백한 닭고기 메뉴, 생선이나 흰색의 육류로 만들어진 모든 음식 등과 잘 어울린다.
",38000,2014,750
모스카토 다스티 펜시에로,http://img.wine21.com/WINE_MST/TITLE/0149000/W0149964.jpg?199193,사르티라노 피글 사스,이탈리아,피에몬테,['모스카토'],화이트,"에피타이저, 디저트 와인",5.0,4,2,2,1,"다크쵸콜릿, 블루치즈, 견과류, 사과파이, 딸기쨈을 곁들인 디져트 음식등과 잘 어울린다. 
",40000,NA,750
엠 까바 프레미엄 뀌베 밀레짐 로제 ,http://img.wine21.com/WINE_MST/TITLE/0149000/W0149963.jpg?042906,마르께스 데 모니스뜨롤 (마르께스 데 모니스트롤),스페인,페네데스,"['모나스트렐', '피노 누아']",스파클링,"에피타이저, 테이블 와인",12.0,1,3,3,1,"담백한 닭고기 메뉴, 생선이나 흰색의 육류, 생선초밥, 샐러드요리 등과 잘 어울린다.",49000,2006,750
엠 까바  셀렉션 이스페셜  로제  1882,http://img.wine21.com/WINE_MST/TITLE/0149000/W0149961.jpg?432492,마르께스 데 모니스뜨롤 (마르께스 데 모니스트롤),스페인,페네데스,"['모나스트렐', '피노 누아']",스파클링,"에피타이저, 디저트 와인",12.0,4,3,2,1,"모짜렐라 소스와 토마토, 크랜베리, 달콤한 케익등의 디져트 음식과 함께하면 좋다. ",33000,NV,750
엠 까바 셀렉션 이스페셜 브뤼 1882,http://img.wine21.com/WINE_MST/TITLE/0149000/W0149960.jpg?818049,마르께스 데 모니스뜨롤 (마르께스 데 모니스트롤),스페인,페네데스,"['마카베오', '자렐로', '빠레야다']",스파클링,"에피타이저, 테이블 와인",8.0,1,3,2,1,"식전 주로서 아주 훌륭하고, 에피타이저, 수프, 야채, 강하지 않은 소스의 한식과도 잘 어울린다.
",30000,2011,750
다이아몬드 릿지 소비뇽 블랑,http://img.wine21.com/WINE_MST/TITLE/0149000/W0149949.jpg?247437,다이아몬드 릿지,뉴질랜드,노스,['소비뇽 블랑'],화이트,테이블 와인,9.0,1,5,2,1,"대부분의 아시아 음식 특히 해산물과 채소들과도 환상의 궁합을 이룬다.
",35000,2017,750
"도멘 자끄 까슈, 본 로마네 오레아",http://img.wine21.com/WINE_MST/TITLE/0149000/W0149947.jpg?644421,도멘 자끄 까슈 ,프랑스,부르고뉴,['피노 누아'],레드,테이블 와인,13.0,1,4,2,2,"와인자체만으로도 훌륭한 풍미와 질감을 가져다 준다. 부드러운 치즈, 고급 스테이크등과 함께하면 좋다.
",175000,2006,750
"도멘 자끄 까슈, 부르고뉴 피노 느와 레 썅 다르장",http://img.wine21.com/WINE_MST/TITLE/0149000/W0149944.jpg?055572,도멘 자끄 까슈 ,프랑스,부르고뉴,['피노 누아'],레드,테이블 와인,8.5,1,5,3,2,"고급 치즈, 프와그라, 등심 스테이크, 신선한 해산물 볶음 요리, 등과 함께하면 좋다.
",69000,2007,750
"에반스 앤 테이트, 마가렛리버 쉬라즈",NaN,에반스 앤 테이트 와이너리,호주,웨스턴,['시라/쉬라즈'],레드,테이블 와인,9.5,1,3,4,4,"고급 안심, 등심 스테이크, 그릴에 구운 야채, 바비큐요리, 숙성된 치즈등과 잘 어울린다.
",70000,2007,750
"에반스 앤 테이트, 마가렛리버 까베르네 메를로",NaN,에반스 앤 테이트 와이너리,호주,웨스턴,"['카베르네 소비뇽', '메를로']",레드,테이블 와인,8.5,1,3,4,4,"돼지갈비, 갈비찜, 로스트 안심과 등심, 진한 소스의 육류, 오래된 숙성 치즈 등과 잘 어울린다.
",70000,2007,750
"에반스 앤 테이트, 마가렛리버 샤도네이",http://img.wine21.com/WINE_MST/TITLE/0149000/W0149941.jpg?440629,에반스 앤 테이트 와이너리,호주,웨스턴,['샤르도네'],화이트,테이블 와인,14.0,1,4,3,1,"흰 살코기, 파스타,  해산물, 화이트 치즈 등과 함께 하면 좋다.",70000,2007,750
"에반스 앤 테이트, 낭가라 까베르네 메를로",http://img.wine21.com/WINE_MST/TITLE/0149000/W0149940.jpg?903584,에반스 앤 테이트 와이너리,호주,웨스턴,"['카베르네 소비뇽', '메를로']",레드,테이블 와인,14.0,1,3,3,4,"비프 스테이크, 양고기 바베큐, 파스타류, 숙성된 치즈류와 잘 어울린다.
",55000,2006,750
"에반스 앤 테이트, 낭가라 까베르네 소비뇽",http://img.wine21.com/WINE_MST/TITLE/0149000/W0149939.jpg?389081,에반스 앤 테이트 와이너리,호주,웨스턴,['카베르네 소비뇽'],레드,테이블 와인,9.5,1,4,3,4,"삼겹살, 불고기등의 모든 육류와 파스타류, 숙성된 치즈류와 잘 어울린다.",55000,2007,750
"에반스 앤 테이트, 낭가라 샤도네이",http://img.wine21.com/WINE_MST/TITLE/0149000/W0149938.jpg?764497,에반스 앤 테이트 와이너리,호주,웨스턴,['샤르도네'],화이트,테이블 와인,10.0,1,3,3,1,"흰 살코기, 파스타, 해산물, 화이트 치즈 등과 함께 하면 좋다.",55000,2007,750
알토 알만조라 에스떼 띤또,NaN,보데가스 알토 알만조라,스페인,NaN,"['모나스트렐', '시라/쉬라즈', '템프라니요', '메를로', '카베르네 소비뇽', '가르나차']",레드,테이블 와인,14.0,1,3,5,4,"붉은 육류, 파스타, 피자, 치즈 등과 잘 어울린다.",60000,2017,750
"람블린 피스, 부르고뉴 피노누와",http://img.wine21.com/WINE_MST/TITLE/0149000/W0149932.jpg?897667,람블린 에 피스,프랑스,부르고뉴,['피노 누아'],레드,테이블 와인,8.5,1,4,2,2,"고급 안심, 등심 스테이크, 그릴에 구운 야채, 바비큐요리, 숙성된 치즈등과 잘 어울린다.
",60000,2006,750
"도멘 미쉘 그로, 부르고뉴 루즈",NaN,도멘 미쉘 그로,프랑스,부르고뉴,['피노 누아'],레드,테이블 와인,13.5,1,5,3,2,오리 또는 닭 등 가금류로 조리한 음식들과 잘 어울리며 고다 치즈와도 잘 어울린다.,165000,2017,750
"람블린 피스, 람블린 브뤼",http://img.wine21.com/WINE_MST/TITLE/0149000/W0149930.jpg?728234,람블린 에 피스,프랑스,부르고뉴,"['우니 블랑', '샤르도네', '콜롱바르']",스파클링,"에피타이저, 테이블 와인",12.0,1,4,2,1,"식전 주로서 아주 훌륭하고, 에피타이저, 수프, 야채, 생선초밥 등과 잘 어울린다.
",55000,NV,750
"람블린 피스, 꼬뜨 뒤 론",http://img.wine21.com/WINE_MST/TITLE/0149000/W0149928.jpg?181533,람블린 에 피스,프랑스,론,['피노 누아'],레드,테이블 와인,13.0,1,4,3,4,"각종 그릴에 구운 육류요리, 고다치즈, 붉은 육류, 흰살 육류 등과 잘 어울린다.
",35000,2008,750
"람블린 에 피스, 뉘 생 조르쥬",http://img.wine21.com/WINE_MST/TITLE/0149000/W0149927.jpg?609272,람블린 에 피스,프랑스,부르고뉴,['피노 누아'],레드,테이블 와인,8.5,1,4,2,2,"비프 스테이크, 양고기 바베큐, 약간 강한 양념으로 조리된 육류, 파스타, 라자냐, 햄 등과 잘 어울린다.
",180000,2007,750
"람블린 에 피스, 쥬브레 샹베르땡",http://img.wine21.com/WINE_MST/TITLE/0149000/W0149925.jpg?999392,람블린 에 피스,프랑스,부르고뉴,['피노 누아'],레드,테이블 와인,13.0,1,4,2,2,"와인자체만으로도 훌륭한 풍미와 질감을 가져다 준다. 부드러운 치즈, 고급 스테이크등과 함께하면 좋다.
",200000,2007,750
"람블린 피스, 샤블리",http://img.wine21.com/WINE_MST/TITLE/0149000/W0149924.jpg?755429,람블린 에 피스,프랑스,부르고뉴,['샤르도네'],화이트,테이블 와인,8.5,1,5,2,1,"조개구이, 관자요리, 굴(석화), 생선회, 새우요리등의 강한 양념이 없는 해물요리들과 잘 어울린다.
",70000,2008,750
"도멘 미쉘 그로, 오 꼬뜨 드 뉘 루즈",NaN,도멘 미쉘 그로,프랑스,부르고뉴,['피노 누아'],레드,테이블 와인,13.5,1,5,3,3,"로스트 안심과 등심, 진한 소스의 육류, 오래된 숙성 치즈 등과 잘 어울린다.",180000,2017,750
샤또 오 밀롱,NaN,샤또 오 미용,프랑스,보르도,"['카베르네 소비뇽', '메를로', '카베르네 프랑']",레드,테이블 와인,13.0,1,3,3,3,"깊은 자주색과 체리, 자두사탕, 불루베리향이 섬세하고 복합적이고, 실크같은 첫느낌뒤에 섬세한 미네랄의 뉘앙스와 말린 꽃향기가 잘 어울리며, 뛰어난 떼루아의 특성을 정직하게 표현하는  풍부한 피니쉬의 와인이다.",150000,2004,750
메독 마퀴 루싹,http://img.wine21.com/WINE_MST/TITLE/0149000/W0149920.jpg?532258,살 유로뱅,프랑스,보르도,"['카베르네 소비뇽', '메를로', '카베르네 프랑']",레드,테이블 와인,8.5,1,3,4,4,"고급 안심, 등심 스테이크, 그릴에 구운 야채, 바비큐요리, 숙성된 치즈등과 잘 어울린다.
",40000,2008,750
도마니알 쌩 빈센트,http://img.wine21.com/WINE_MST/TITLE/0149000/W0149919.jpg?923003,살 유로뱅,프랑스,NaN,"['메를로', '말벡', '카베르네 프랑']",레드,테이블 와인,8.5,1,3,3,3,"중국요리, 간편한 육류요리, 삼겹살, 불고기등의 모든 육류와 파스타류, 숙성된 치즈류와 잘 어울린다.",28000,2007,750
그랑 페리올,http://img.wine21.com/WINE_MST/TITLE/0149000/W0149917.jpg?142996,살 유로뱅,프랑스,서던,"['시라/쉬라즈', '까리냥', '그르나슈']",레드,테이블 와인,8.5,1,3,4,3,"불고기, 갈비, 약간 스파이시한 한식, 볶음요리 등과 잘 어울린다.",35000,2007,750
슈발리에 쌩 삐에르,http://img.wine21.com/WINE_MST/TITLE/0149000/W0149916.jpg?694319,살 유로뱅,프랑스,서던,"['시라/쉬라즈', '까리냥', '그르나슈']",레드,테이블 와인,8.5,1,3,4,3,"붉은소스의 스테이크, 스파게티, 양고기, 송아지요리, 육즙이 풍부한 쇠고기요리등과 함께 하면 좋다.
",35000,2008,750
샤또 레 마우랭 ,http://img.wine21.com/WINE_MST/TITLE/0149000/W0149915.jpg?259493,샤또 레 마우랭 ,프랑스,보르도,"['메를로', '카베르네 소비뇽', '카베르네 프랑']",레드,테이블 와인,8.5,1,3,4,3,"붉은 고기류, 부드러운 치즈 등과 잘 어울리며 와인 자체로도 즐기기 좋다.",45000,2007,750
샤트레인 몽피스,http://img.wine21.com/WINE_MST/TITLE/0149000/W0149914.jpg?919197,살 유로뱅,프랑스,보르도,"['카베르네 소비뇽', '메를로', '시라/쉬라즈']",레드,테이블 와인,12.0,1,3,2,3,"삼겹살, 돼지갈비, 갈비찜, 튀김, 볶음요리, 해물요리등과도 잘 어울린다.
",25000,NV,750
샤트레인 몽페랑,http://img.wine21.com/WINE_MST/TITLE/0149000/W0149913.jpg?360424,살 유로뱅,프랑스,보르도,"['카베르네 소비뇽', '메를로', '시라/쉬라즈']",레드,테이블 와인,12.0,1,3,3,3,"중국요리, 간편한 육류요리, 약간 스파이시한 한식, 볶음요리 등과 잘 어울린다.
",20000,2008,750
샤트레인 쌩 마리,http://img.wine21.com/WINE_MST/TITLE/0149000/W0149912.jpg?861238,살 유로뱅,프랑스,보르도,"['카베르네 소비뇽', '메를로', '시라/쉬라즈']",레드,테이블 와인,12.0,1,3,3,3,"각종 육류요리와 파스타, 베이컨, 햄버거, 피자등의 간편한 요리와도 잘 어울린다.
",20000,2008,750
샤트레인 아르떼,http://img.wine21.com/WINE_MST/TITLE/0149000/W0149911.jpg?301908,살 유로뱅,프랑스,보르도,"['카베르네 소비뇽', '메를로', '시라/쉬라즈']",레드,테이블 와인,12.0,1,4,3,3,"돼지갈비, 갈비찜, 로스트 안심과 등심, 진한 소스의 육류, 오래된 숙성 치즈 등과 잘 어울린다.
",20000,2008,750
알토 알만조라 에스떼 블랑,NaN,보데가스 알토 알만조라,스페인,NaN,['마카베오'],화이트,테이블 와인,13.0,1,3,3,1,여러가지 생선 요리와 잘 어울리는 와인이다.,65000,2016,750
"오초띠에라스, 까베르네 쇼비뇽 리제르바",http://img.wine21.com/WINE_MST/TITLE/0149000/W0149901.jpg?170907,비냐 오초띠에라스,칠레,코킴보,['카베르네 소비뇽'],레드,테이블 와인,13.0,1,3,3,3,"돼지갈비, 갈비찜, 로스트 안심과 등심, 진한 소스의 육류, 오래된 숙성 치즈 등과 잘 어울린다.
",37000,2008,750
파르코 모스카토 다스티,http://img.wine21.com/WINE_MST/TITLE/0149000/W0149898.jpg?633212,파르코,이탈리아,피에몬테,['모스카토'],화이트,디저트 와인,5.0,4,2,2,1,"견과류, 과일, 치즈, 크랜베리, 달콤한 케익등의 디져트 음식과 함께하면 좋다.  
",43000,2008,750
말바시아 디 카소르조 돌체,http://img.wine21.com/WINE_MST/TITLE/0149000/W0149897.jpg?161516,칸티나 소시알레 디 카소르조,이탈리아,피에몬테,['말바시아'],레드,"테이블 와인, 디저트 와인",5.0,4,1,3,2,"중국요리, 간편한 육류요리, 약간 스파이시한 한식, 볶음요리 등과 잘 어울린다.
",60000,2018,750
발레 드 살리나스 로블,http://img.wine21.com/WINE_MST/TITLE/0149000/W0149896.jpg?655749,살리나스 와이너리,스페인,예클라,"['모나스트렐', '템프라니요', '시라/쉬라즈', '카베르네 소비뇽']",레드,테이블 와인,13.0,1,3,4,3,"와인자체만으로도 훌륭한 풍미와 질감을 가져다 준다. 부드러운 치즈, 고급 스테이크등과 함께하면 좋다.
",31000,2007,750
발레 드 살리나스 호벤,http://img.wine21.com/WINE_MST/TITLE/0149000/W0149895.jpg?079858,살리나스 와이너리,스페인,예클라,"['모나스트렐', '메를로', '카베르네 소비뇽']",레드,테이블 와인,13.0,1,4,2,3,"각종 그릴에 구운 육류요리, 고다치즈, 붉은 육류, 흰살 육류 등과 잘 어울린다.
",25000,2007,750
"이까르디, 파레이 바롤로",http://img.wine21.com/WINE_MST/TITLE/0149000/W0149894.jpg?468000,이까르디,이탈리아,피에몬테,['네비올로'],레드,테이블 와인,14.0,1,4,3,5,"가금류요리, 붉은 생선, 프와그라, 부드러운 치즈등과 잘 어울린다.
",200000,2014,750
"이까르디, 몽투베르트 바르바레스코",http://img.wine21.com/WINE_MST/TITLE/0149000/W0149893.jpg?951931,이까르디,이탈리아,피에몬테,['네비올로'],레드,테이블 와인,14.0,1,4,3,4,"유럽식 코스요리의 메인(안심,등심) 요리와 양고기, 정찬 요리와 함께하면 좋다.
",170000,2014,750
"이까르디, 누이수이 바르베라 다스티",http://img.wine21.com/WINE_MST/TITLE/0149000/W0149892.jpg?363359,이까르디,이탈리아,피에몬테,['바르베라'],레드,테이블 와인,14.0,1,4,3,3,"비프 스테이크, 양고기 바베큐, 약간 강한 양념으로 조리된 육류, 파스타, 라자냐, 햄 등과 잘 어울린다.",120000,2014,750
"이까르디, 수리지반 랑게 네비올로",http://img.wine21.com/WINE_MST/TITLE/0149000/W0149891.jpg?829225,이까르디,이탈리아,피에몬테,['네비올로'],레드,테이블 와인,14.0,1,4,2,4,"모든 종류의 고기, 특히 양고기와 허브가 들어간 부드러운 생치즈등과 함께 하면 좋다.",100000,2014,750
"이까르디, 로우소리 돌체토 달바",http://img.wine21.com/WINE_MST/TITLE/0149000/W0149890.jpg?266756,이까르디,이탈리아,피에몬테,['돌체토'],레드,테이블 와인,9.0,1,4,3,2,"중국요리, 간편한 육류요리, 약간 스파이시한 한식, 볶음요리 등과 잘 어울린다.
",60000,2014,750
