,title,image_link,winery,country,province,grape_type,wine_type,alcohol,sweetness,acidity,body_rate,tannin_rate,food_pairing,price,vintage,size,link,aroma_y,meat,cheese,seafood,vegetables,dessert,floral,fruit,citrus,oriental_spice,oriental_leather,earth,dark_aroma,fruity_aroma,europe_a,europe_b,north_america,south_america,new_world,korea,red,white,wine_id
768,"칸티, 브라케토 핑크 에디션",http://img.wine21.com/WINE_MST/TITLE/0162000/W0162134.jpg?726526,칸티,이탈리아,피에몬테,브라케토,red,6.0,4.0,1.0,3.0,2.0,"신선한 딸기나 과일 케이크, 과일 샐러드, 페스츄리 등의 디저트, 간단한 치즈 안주
",25000.0,2016,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=162134,"밝게 빛나는 붉은색을 띠고 있다. 신선한 장미꽃의 풍부한 아로마와 함께 야생 딸기, 자두, 까시스와 같은 붉은 과실의 아로마에 은은한 머스크 향기가 레이어됐다. 입안에서 느껴지는 달콤함과 신선한 붉은 과실 풍미가 조화를 이루며 기분 좋은 긴 여운으로 마무리된다.

브라케토 품종은 클레오파트라가 즐겨 마셨던 와인 품종으로도 잘 알려져 있으며 특히 로맨틱한 장밋빛으로 연인들의 데이트나 특별한 날 기념와인으로 인기가 있다. 알코올 도수가 6.0%로 낮아, 피크닉이나 가든 파티 등 야외에서 마시기에도 적합하며 축하 파티 자리의 칵테일 주류로도 잘 어울린다.

장미를 떠올리게 하는 핑크색 병 때문에 장미꽃이 필요한 기념일, 혹은 축하용 와인으로 많이 사용한다.
25,000원 (750㎖) 신세계엘앤비",0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,768
769,"칸티, 피에몬테 브라케토",http://img.wine21.com/WINE_MST/TITLE/0162000/W0162131.jpg?919281,칸티,이탈리아,피에몬테,브라케토,red,6.0,4.0,1.0,3.0,2.0,"신선한 딸기나 과일 케이크, 과일 샐러드, 페스츄리 등의 디저트, 간단한 치즈 안주
",22000.0,NV,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=162131,"밝은 루비색을 띠는 와인은 장미꽃의 향기로운 아로마와 함께 체리, 붉은 자두와 같은 신선한 과실의 아로마가 느껴지며 은은한 머스크 향기가 베이스를 이루고 있다. 입안에서 느껴지는 달콤함과 신선한 붉은 과실 풍미의 조화가 매우 뛰어난 와인으로 기분 좋은 미감이 길게 이어진다.

브라케토 품종은 클레오파트라가 즐겨마셨던 와인 품종으로도 잘 알려져 있으며 특히 로맨틱한 장밋빛으로 연인들의 데이트나 특별한 날 기념와인으로 인기가 있다. 알코올 도수가 6.0%로 낮아, 피크닉이나 가든 파티 등 야외에서 마시기에도 적합하며 축하 파티 자리의 칵테일 주류로도 잘 어울린다.
22,000원 (750㎖) 신세계엘앤비",0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,769
770,베러 하프 소비뇽 블랑  ,http://img.wine21.com/WINE_MST/TITLE/0162000/W0162075.jpg?165637,베러 하프,뉴질랜드,사우스,소비뇽 블랑,white,44.0,1.0,5.0,3.0,1.0,"해산물, 생선요리, 닭고기",38000.0,2016,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=162075,"시트러스, 자몽, 구아바, 푸른 사과 등 상큼한 과일향들이 특유의 허브향과 함께 풍부하게 느껴진다. 말보로 지역의 소비뇽 블랑의 전형적인 스타일로 미네랄 터치와 매력적인 산미가 인상적인 와인이다.
38,000원 (750㎖)",1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,770
771,베러 하프 피노 누아,http://img.wine21.com/WINE_MST/TITLE/0162000/W0162074.jpg?803025,베러 하프,뉴질랜드,사우스,피노 누아,red,7.5,1.0,5.0,3.0,3.0,"구운 돼지고기, 스테이크",60000.0,2016,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=162074,"밝고 활기찬 빨간 루비색이 인상적이다. 짙은체리,자두, 붉은산딸기, 크렌베리의 아로마를 느낄수 있다. 생동감넘치는 과일로 가득찼으며 맛있는 코코아와 향긋한 흙내음의 균형을 보여주는 와인이다.

60,000원 (750㎖)",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,771
772,데나다 셀러 레드 블랜드,http://img.wine21.com/WINE_MST/TITLE/0162000/W0162072.jpg?040684,데나다 셀러,칠레,마울레,카르메네르,red,14.0,1.0,3.0,3.0,3.0,"매운음식, 파스타, 그릴에 구운고기",40000.0,2016,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=162072,"레드블랜드는 바닐라, 블랙베리의 아로마를 느낄수 있다. 오크터치와 달콤한 과일맛과 함께 코코아믹스가 강조된 매끄럽우면서 부드러운 타닌으로 마무리된다. 고기와 치즈버거, 라자냐와 함께하면 더욱 좋다.
40,000원 (750㎖)",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,772
773,데나다 셀러 까베르네 소비뇽,http://img.wine21.com/WINE_MST/TITLE/0162000/W0162071.jpg?438318,데나다 셀러,칠레,마울레,카베르네 소비뇽,red,14.0,1.0,4.0,3.0,3.0,"육즙이 많은 육류와 양념이 가미된 모든음식, 숙성치즈 블루, 그뤼에르 치즈 특히 양고기와 그릴에 구운 육류와 완벽하게 잘
 어울린다.",37000.0,2016,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=162071,"Denad Cellar의 까베르네 소비뇽은 진한 농축된 베리들을 얻기 위하여 포도나무들을 최대한 비옥한 토양의 성분을 많이흡수 할수 있도록 격자 시스템으로 아주 낮게 재배한다. 엄선된 포도만을 낮은 온도에서 부드럽게 한후 스테인레스 탱크에서 온도을 조절하여 발효하며 최소한의 개입으로 토양의 맛과 아로마을 그대로 정직하게 표현하기 위한 노력을 한다.

가넷 색상. 커민, 토스트 호두, 절인 쇠고기 및 삼나무로 만든 아로마는 미디움바디로 블루베리향과 블랙베리향으로 마무리된다. 놀라운 깊이감과 아로마로 길게 여운이 남는 와인이다.
37,000원 (750㎖)",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,773
774,"스털링, 나파 밸리 소비뇽 블랑",http://img.wine21.com/WINE_MST/TITLE/0162000/W0162068.jpg?310609,스털링 빈야즈,미국,캘리포니아,소비뇽 블랑,white,9.0,1.0,3.0,3.0,1.0,"샐러드, 생선 및 갑각류 요리, 연한 소스의 파스타",104000.0,2015,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=162068,"Calistoga Ranch /Bear Flats / Larsen Ranch / Tamagni 지역에서 수확하여 블렌딩한 와인으로
밝은 골드 색을 띠고 있으며, 핵과류, 배, 신선한 포도, 감귤류의 풍미가 주를 이루고 있다. 산도와 부드럽고 크리미 함이 잘 밸런스되어 지속적인 풍미와 좋은 피니쉬를 보여주고 있다. 이 와인은 클래식 하지만 나파 밸리 소비뇽 블랑의 대표적인 풍미를 표현하고 있다.

104,000원 (750㎖) 하이트 진로",1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,774
775,이벨 화이트,http://img.wine21.com/WINE_MST/TITLE/0162000/W0162067.jpg?965977,레알 깜빠니아 벨라,포르투갈,도우루,비오시뉴,white,13.5,1.0,4.0,3.0,1.0,"해산물 요리, 샐러드, 치킨, 치즈 ",34000.0,2016,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=162067,"아름다운 밀짚 칼라와 훌륭한 신선도를 가지고 있다. 복숭아와 멜론과 같은 과일과 흰색 계열의 꽃 향기를 느낄 수 있는 와인이다. 신선한 산도로 피니쉬가 신선한 마무리되는 훌륭한 밸런스를 자랑하는 와인이다. 철저하게 통제된 온도의 스테인리스 스틸 탱크에서 숙성되었다.
34,000원 (750㎖) 동원와인플러스",1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,775
776,이벨 레드,http://img.wine21.com/WINE_MST/TITLE/0162000/W0162066.jpg?085653,레알 깜빠니아 벨라,포르투갈,도우루,투리가 프란카,red,13.5,1.0,3.0,3.0,3.0,"육류, 파스타, 치즈 등과 잘 어울린다.",34000.0,2015,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=162066,"깊고 붉은 루비 색과 보라색을 띄는 영한 미디엄 바디의 와인으로, 농익은 붉은 과실과 담배향을 느낄 수 있다. 오크숙성을 통한 바닐라 향이 조화롭게 느껴지며, 부드러운 탄닌과 구조감 그리고 긴 여운을 가진 와인이다. 치밀하게 통제된 온도의 스테인리스 스틸 탱크에서 발효가 이루어진다. 에이징은 8 개월 동안 오크 통에서 자연숙성되었다.


34,000원 (750㎖) 동원와인플러스",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,776
777,트리가,http://img.wine21.com/WINE_MST/TITLE/0162000/W0162065.jpg?304963,보데가스 볼베르,스페인,알리칸테,모나스트렐,red,16.5,1.0,3.0,5.0,4.0,"양고기, 스테이크, 진한 치즈 ",150000.0,2015,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=162065,"짙은 루비빛을 띄며, 블렉체리, 멀드자두와 같은 블랙계열의 과실과 블루 계열의 과실향과 함께 미묘한 스파이시함과 꽃향을 가지고 있다. 다크 초콜릿 향도 은은하게 느낄 수 있으며, 윤기있는 텍스처와 탄탄한 구조감과 강한 바디감이 앨래강스하고 모던한 스타일과도 잘 어울리는 긴 여운을 가진 풍부한 맛과 향이 인상적인 와인이다.
손수확으로 새로운 프렌치 오크배럴(브루고뉴, 보르도)에서 22개월 동안 숙성한다. 석회암과 크고 작은 토질로 이루어져 있다. 지중해성 기후로 더해서 알리칸테의 미기후의 특징을 가지고 있다.



150,000원 (750㎖) 동원와인플러스",1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,777
778,롱고 동고,http://img.wine21.com/WINE_MST/TITLE/0162000/W0162064.jpg?540275,보데가스 볼베르,스페인,알리칸테,모나스트렐,red,15.0,1.0,3.0,4.0,3.0,"붉은 고기, 로스트 닭고기, 치즈, 버섯 ",34000.0,2016,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=162064,"영롱한 보라빛을 띄며 오픈 후 풀내음을 띄며 가죽의 향, 스파이시함 등이 어우러지고 약간의 강한 블랙베리, 블랙체리 등의 블랙계열의 과실 아로마와 함께 카카오 향도 느낄 수 있다. 산도와 타닌, 그리고 바디감의 밸런스가 좋다. 27도 이하의 온도에서 15일 동안 스테인레스 스틸 탱크 발효된다.

25~35년 포도나무에서 수확한 포도로 생산하며, 좋은 온도와 적은 강우량을 가진 석회질 토양. JORGE는 로버트 파커의 올해의 개성적인 20개의 와인 중 하나에 이름을 두 번이나 올렸으며, 스페인의 Food & Wine 잡지에서 주관한 The Golden Grape Award에서 1997년 수상하였으며, 같은 해에 열린 Academia Espanola de Gastronomia에서 Premier de Nacianal de Gastronomia de Victor de la Serna 상을 받았다. 2008년 Jorge는 난터킷섬에서 열린 와인축제에서 올해의 권위자에 이름을 올렸다.
34,000원 (750㎖) 동원와인플러스",1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,778
779,벤타 모랄레스 템프라니요,http://img.wine21.com/WINE_MST/TITLE/0162000/W0162063.jpg?770237,보데가스 벤타 모랄레스 ,스페인,라,템프라니요,red,9.0,1.0,3.0,3.0,3.0,"소고기, 양고기, 돼지고기 등 육류, 민물고기, 치즈, 소시지, 매운음식 ",24000.0,2015,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=162063,"영롱한 보라빛을 띄며 블랙계열의 과실향과 다크체리, 자두 등의 농익은 레드계열의 과실향을 느낄 수 있다. 향신료, 가죽 아로마를 느낄 수 있으며 타닌감과 균형잡힌 발란스로 훌륭한 피니쉬가 좋다. 스테인레스 스틸 탱크에서 전통방법으로 발효된다.

바다 위 600~700미터에 위치하고 있으며, 모래, 석회석 점토의 혼합 떼루아를 가지고 있다. 평균 32년된 포도나무에서 수작업으로 수확한다.
24,000원 (750㎖) 동원와인플러스",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,779
780,타리마 오가닉,http://img.wine21.com/WINE_MST/TITLE/0162000/W0162061.jpg?828792,보데가스 볼베르,스페인,알리칸테,모나스트렐,red,14.5,1.0,3.0,4.0,4.0,"붉은 육류, 소스를 곁들인 고기 요리 등과 잘 어울린다.",34000.0,2017,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=162061,"투명한 루비색을 띠며 블루베리와 라즈베리 과실향을 풍부하게 느낄 수 있으며 농도감과 바디감이 좋은 와인이다.

유기농 포도밭에서 생산. 20 헥타르 수확되는 포도로 만들어 지며, 석회질 토질로 전량 손으로 수확한다. JORGE는 로버트 파커의 올해의 개성적인 20개의 와인 중 하나에 이름을 두 번이나 올렸으며, 스페인의 Food & Wine 잡지에서 주관한 The Golden Grape Award에서 1997년 수상하였으며, 같은 해에 열린 Academia Espanola de Gastronomia에서 Premier de Nacianal de Gastronomia de Victor de la Serna 상을 받았다. 2008년 Jorge는 난터킷섬에서 열린 와인축제에서 올해의 권위자에 이름을 올렸다.


34,000원 (750㎖) 동원와인플러스",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,780
781,"모나스테리오, 그랑 리제르바",http://img.wine21.com/WINE_MST/TITLE/0162000/W0162054.jpg?284182,모나스테리오,스페인,까리레나,가르나차,red,13.0,1.0,4.0,4.0,4.0,"스파게티, 비프로프, 양고기, 소고기 등의 육류 등과 잘 어울린다.",62000.0,2007,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=162054,"진한 자주 빛. 레드커런트, 체리 등의 과일향이 풍부하며 시가, 유칼립투스의 스파이시하고 파워풀한 오크향이 긴 피니쉬를 더욱 느끼게 해준다. 40년 이상 된 바람이 잘 부는 포도밭. 대륙성 기후로 뜨거운 여름과 추운 겨울의 기후를 가지며, 연평균 15°C의 기온과 연강우량 300~350mm(5~6월)로 알코올 농도가 높으며 석회질과 점토질 토양으로 미네랄이 풍부하다. 프렌치 오크에서 12개월, 아메리칸 오크에서 12개월 숙성되었다.

와인메이커 Marcelo Morales (마르셀로 모라레스)
칠레 출생인 그는 칠레 발파라이소 대학과 스페인 마드리드 대학에서 양조학을 전공하였으며, 신대륙 과 전통적인 구대륙 와인의 조화로운 맛을 만들어내는 노하우를 가지고 있다.
62,000원 (750㎖) 동원와인플러스",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,781
782,"도멘 마샹 프레르, 샹볼 뮈지니 비에이 비뉴",http://img.wine21.com/WINE_MST/TITLE/0162000/W0162047.jpg?954904,도멘 마샹 프레르,프랑스,부르고뉴,피노 누아,red,13.0,1.0,4.0,4.0,3.0,"가금류, 치즈",196000.0,2017,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=162047,"깨끗한 루비빛이 감도는 진한 레드색 와인. 샹볼 뮈지니의 매력이 충분히 담긴 스타일로 그 균형감과 볼륨감이 인상적인 와인. 첫 느낌의 아로마에서부터 여운에 이르기까지 집중력 있는 풍미가 시시각각 다채롭게 표현된다. 여성스러운 부드러움이 있지만 견고히 짜여진 구조감으로 어느 정도 병숙성 후 그 훌륭한 잠재력을 뽐낼 수 있다. 프렌치 오크 배럴에서 13개월간 숙성된다. 국내 소량 할당으로 한정 수량 공급 가능하며, 빈티지 대비 약 10년 후 음용을 추천한다.

196,000원 (750㎖)",0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,782
783,"도멘 마샹 프레르, 쥬브레 샹베르땡 '오제테루아'",http://img.wine21.com/WINE_MST/TITLE/0162000/W0162046.jpg?195462,도멘 마샹 프레르,프랑스,부르고뉴,피노 누아,red,13.0,1.0,4.0,3.0,2.0,대부분의 육류 요리,170000.0,2017,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=162046,"깨끗한 루비빛이 감도는 진한 레드색 와인. 우아한 타닌과 깨끗한 산미가 매우 조화롭게 어우러지는 와인이다. 반면 상당히 뚜렷한 골격으로 음용 내내 흐트러짐이 없다. 모든 구성 요소가 장기 숙성이 가능한 힘을 안고 있어, 어느 정도의 병숙성을 권장하며 디캔팅을 통해 더욱 다양한 아로마에 다가갈 수 있다. 프렌치 오크 배럴에서 13개월간 숙성되었다. 국내 소량 할당으로 한정 수량 공급 가능하며, 빈티지 대비 약 10년 후 음용을 추천한다.
170,000원 (750㎖)",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,783
784,"도멘 마샹 프레르, 모레 쌩 드니 비에이 비뉴",http://img.wine21.com/WINE_MST/TITLE/0162000/W0162045.jpg?273273,도멘 마샹 프레르,프랑스,부르고뉴,피노 누아,red,13.0,1.0,5.0,4.0,3.0,"가금류, 치즈",150000.0,2017,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=162045,"루비빛이 감도는 깊은 벨벳 레드색 와인. 검고 붉은 과실향의 조합이 복잡하게 얽히며 표현되는데, 특히 묵직한 특히 피노 누아의 압축된 잠재력을 표현한다. 드라이하고 골격 있는 타닌의 질감으로 남성적인 스타일을 갖추고 있어 식감이 큼직한 요리에도 충분히 매칭이 가능하다. 나이가 많은 포도나무에서 수확하여 더욱 집약도가 높아 장기 숙성이 가능하다. 프렌치 오크 배럴에서 13개월간 숙성되었다. 국내 소량 할당으로 한정 수량 공급 가능하며, 빈티지 대비 약 10년 후 음용을 추천한다.

150,000원 (750㎖)",0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,784
785,"도멘 마샹 프레르, 마르사네 비에이 비뉴",http://img.wine21.com/WINE_MST/TITLE/0162000/W0162044.jpg?511065,도멘 마샹 프레르,프랑스,부르고뉴,피노 누아,red,13.0,1.0,4.0,3.0,2.0,"가금류, 치즈",124000.0,2017,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=162044,"도멘 마샹 프레르의 現 오너 Denis Marchand이 본인의 이름을 내세워 특별하게 생산한 Marsannay 빌라쥬급 와인이다. Fixin과 함께 쥬브레 샹베르땡의 북쪽에 위치하며, 좋은 품질에도 불구하고 상대적으로 저평가되고 있는 Marsannay 마을에서 수령이 오래된 포도 덩굴의 포도만을 수확하여 가격 대비 훌륭한 퍼포먼스를 보여주는 와인을 탄생시켰다. 밝은 기운이 감도는 우아한 루비색 와인. 다채롭고 발랄한 과실들의 아로마와 함께 부드럽고 세련된 타닌과 산미가 입 안을 가득 채운다. 피노 누아 품종의 본 모습을 잘 표현하였고, 생기가 넘치는 것을 느낄 수 있지만, 가볍지 않은 골격을 갖추고 있어 목넘김 후에도 기분 좋은 풍미가 오래 맴돈다. 프렌치 오크 밸럴에서 12개월간 숙성되었다.
124,000원 (750㎖)",0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,785
786,"도멘 마샹 프레르, 오 꼬뜨 드 뉘 '레뚜르 오 수스'",http://img.wine21.com/WINE_MST/TITLE/0162000/W0162043.jpg?487015,도멘 마샹 프레르,프랑스,부르고뉴,피노 누아,red,8.5,1.0,4.0,4.0,4.0,향이 진한 소스의 요리에도 매칭시킬 수 있을 만큼 견고하고 뚜렷한 피노 누아의 전형이다.,120000.0,2017,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=162043,"영롱한 루비빛이 감도는 와인. 중후한 탄닌과 깊은 풍미가 일품인 와인으로 다양한 아로마의 변화를 한 모금에서도 느낄 수 있다. 부르고뉴 와인에서는 드물게 미국 오크 배럴의 숙성미를 담고 있어 전문성과 대중성을 모두 보여준다. 향이 진한 소스의 요리에도 매칭시킬 수 있을 만큼 견고하고 뚜렷한 피노 누아의 전형이다. 오크 배럴(50% 새 아메리칸 오크 사용)에서 12개월간 숙성되었다. Retour aux Sources는 '근원으로 돌아오다'라는 의미이다.
120,000원 (750㎖)",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,786
787,"도멘 마샹 프레르, 부르고뉴 피노누아",http://img.wine21.com/WINE_MST/TITLE/0162000/W0162042.jpg?139256,도멘 마샹 프레르,프랑스,부르고뉴,피노 누아,red,8.5,1.0,4.0,2.0,2.0,"버섯 리조또, 발사믹 소스가 가미된 가벼운 육류 요리",78000.0,2018,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=162042,"선명한 핑크빛이 감도는 루비색 와인. 일반적인 피노 누아 아로마의 경계를 넘는 개성적이고 복잡한 풍미가 가깝게 다가오는 와인이다. 전반적으로 둥근듯한 질감이 부드럽게 느껴지며, 풍부하지만 날카롭지 않은 산미가 기분 좋은 여운을 끝까지 잡아준다. 프렌치 오크배럴에서 10개월간 숙성되었다.
78,000원 (750㎖)",1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,787
788,"도멘 마샹 프레르, 꼬또 부르기뇽 블랑 뀌베 파니",http://img.wine21.com/WINE_MST/TITLE/0162000/W0162041.jpg?779603,도멘 마샹 프레르,프랑스,부르고뉴,샤르도네,white,8.5,1.0,5.0,2.0,1.0,"샐러드, 생선 요리",71000.0,2018,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=162041,"투명한 금빛이 감도는 밝은 옐로우 컬러의 와인. 다양한 감귤류의 풍미와 감칠맛 도는 산미가 각인되는 듯한 산뜻한 첫 인상을 주며 달콤한 과실들의 풍미가 뒤이어 따른다. 매끄러운 질감과 산뜻한 청량감이 입안에서 편안하게 조화를 이룬다. 신선할 때 마시길 권장한다. 프렌치 오크배럴에서 5~6개월 숙성되었다. Fanny는 현재 오너인 Denis Marchand의 장녀의 이름이다.
71,000원 (750㎖)",0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,788
789,"클라우디오 콰르타 비나이올로, 상파올로 이르피니아 알리아니꼬",http://img.wine21.com/WINE_MST/TITLE/0162000/W0162040.jpg?958986,클라우디오 콰르타 비나이올로,이탈리아,깜빠니아,알리아니코,red,9.0,1.0,3.0,4.0,4.0,"스테이크, 치즈, 파스타",58000.0,2016,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=162040,"이탈리아 남부에서 손꼽히는 생산자 중 한 명인 Claudio Quarta 양조하였다. 자주빛이 감도는 진홍색. 건포도, 무화과, 베리잼, 블루베리, 피망, 버섯, 후추, 가죽, 젖은 낙엽, 이끼 냄새가 느껴진다. 이탈리아 남부의 진득한 타닌과 숙성미가 돋보이는 와인으로 풍미 자체의 깊이도 있을 뿐 아니라 개성적이고 복잡한 느낌들을 자연스레 드러내어 전문가들이 평하기에도 가격대를 충분히 상회하는 품질을 보여준다. 목넘김 뒤에도 부드러운 촉감과 잘 잡힌 균형으로 기분 좋게 마무리된다. 오크 배럴 10개월 숙성되었다. 가격대비 뛰어난 품미의 깊이가 일품.
58,000원 (750㎖)",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,789
790,"클라우디오 콰르타 비나이올로, 상파올로 타우라지 리제르바",http://img.wine21.com/WINE_MST/TITLE/0162000/W0162039.jpg?383239,클라우디오 콰르타 비나이올로,이탈리아,깜빠니아,알리아니코,red,9.0,1.0,2.0,5.0,4.0,"스테이크, 치즈",143000.0,2016,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=162039,"이탈리아 남부에서 손꼽히는 생산자 중 한 명인 Claudio Quarta가 생산하는 최고급 레드 와인이다. 다양한 검붉은 과실들이 일시적으로 어우러지는 풍미가 첫 인상을 주지만, 전체적으로는 가득 차 있는 타닌과 산미가 골격이 큰 남성다운 느낌을 뿜어낸다. 오랜 숙성 기간을 거쳤음에도 불구하고 상당히 깊고 짙은 타닌을 포함하고 있어 빈티지 대비 최소 10년 후 음용을 추천한다. 프렌치 오크 배럴 12개월 + 병입 후 최소 36개월 숙성되었다.
143,000원 (750㎖)",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,790
791,"벨레노시, 베르디키오 데이 까스텔리 디 예지",http://img.wine21.com/WINE_MST/TITLE/0162000/W0162038.jpg?038250,벨레노시,이탈리아,마르케,베르디키오 비앙코,white,14.0,1.0,5.0,3.0,1.0,"해산물, 샐러드",55000.0,2017,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=162038,"은은한 연두빛이 감도는 라이트 골드. 청사과, 라임, 청포도, 리치, 그레이프 푸르트, 꿀, 민트, 토마토 줄기, 흰후추 향이 느껴진다. 신선하고 매력적인 아로마가 입 안과 비강 전체를 채우며 발랄한 느낌을 표현한다. 알코올이 풍미와 아로마를 잘 지탱해 주어 목넘김 후에도 끝까지 일관성 있게 맛의 요소들이 지속되며, 살짝 드라이하고 쌉쌀하게 마무리되어 다양한 음식들과 매칭해도 깔끔하게 정리되는 느낌을 준다. 스테인레스 탱크에서 숙성되었다.
55,000원 (750㎖)",0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,791
792,"에르다지 두 가미투, 테라스 두 크라투",http://img.wine21.com/WINE_MST/TITLE/0162000/W0162036.jpg?299992,에르다지 두 가미투,포르투갈,알렌테주,트린카데이라,red,14.0,1.0,3.0,3.0,3.0,"육류, 치즈",52000.0,2011,750.0,https://www.wine21.com/13_search/wine_view.html?Idx=162036,"체리빛이 감도는 어두운 루비색. 산딸기, 자두, 라스베리, 블루베리, 오디잼, 제비꽃, 다크초콜릿, 머스크 향이 느껴진다. 한 곳으로 집약성 있게 모이는 풍미의 집중도가 다양한 베리류의 푸르티한 느낌을 더욱 우아하게 살려준다. 미각의 여러 요소들이 뛰어난 균형감을 이루고 있기 때문에 굳이 여러 안주가 없어도 충분히 그 매력을 즐길 수 있는 레드 와인이다. 스테인리스 스틸 통에서 8개월 + 병입 4개월 숙성되었다.
52,000원 (750㎖)",1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,792
